Hole Depth (ft),True Vertical Depth (ft),Hydrostatic Pressure (psi),Confined Pressure (psi),Mechanical Specific Energy (psi),Unconfined Compressive Strength (psi),Confined Compressive Strength (psi),Young modulus (GPa),Bulk Density (g/cc),Porosity (fraction),Permeability (nD),Compressional wave (microsec/ft),Shear wave (microsec/ft),NPHI,Gamma
2800,2800.28,202.7485877,557.0315635,13885.78447,7637.181456,10642.07078,431.5171526,2.521565616,0.024637425,67.91699682,74.52144634,129.5333637,0.4587,16.3912
2801,2801.34,202.8253349,553.8492032,53841.00648,29612.55356,41201.8044,1668.81777,2.546788619,0.008468834,4.550228463,47.68640154,70.28570308,0.4528,20.6374
2802,2802.31,202.8955657,529.6160898,76404.84046,42022.66225,57801.81256,2321.089295,2.549973112,0.006427492,2.263752006,40.75549714,57.80030586,0.3981,16.688
2803,2803.29,202.9665206,559.9087682,48772.84279,26825.06354,37425.16535,1519.030813,2.545718261,0.009154961,5.542099495,49.64405938,73.99184346,0.4626,18.6513
2804,2804.27,203.0374756,519.1908936,65453.53207,35999.44264,49262.91119,1970.641098,2.548673124,0.007260818,3.082094375,43.81897426,63.20054878,0.4199,19.884
2805,2805.24,203.1077064,529.7082634,62859.66491,34572.8157,47551.86172,1909.556322,2.5483064,0.007495897,3.340983154,44.6196823,64.64239815,0.4163,21.9386
2806,2806.3,203.1844536,630.2974841,66324.62977,36478.54637,52466.06228,2178.644739,2.548790515,0.007185567,3.001878251,43.55717502,62.73189536,0.5423,20.5461
2807,2807.32,203.2583046,556.8514693,34745.29741,19109.91358,26620.35924,1079.341273,2.541343106,0.011959547,10.90065395,56.35949347,87.36220787,0.4554,20.957
2808,2808.32,203.3307076,564.9116848,64788.40392,35633.62216,49819.78186,2025.576953,2.548581592,0.007319492,3.145530333,44.02122814,63.56354117,0.4202,22.4409
2809,2809.31,203.4023865,570.4118771,31507.99514,17329.39733,24288.00764,989.3484491,2.539848386,0.012917702,13.2487971,58.29618473,91.41925967,0.4931,22.9888
2810,2810.29,203.4733414,581.4898176,46986.67712,25842.67242,36398.23466,1488.149633,2.545292146,0.009428112,5.97027777,50.38286259,75.41220933,0.4592,20.9342
2811,2811.33,203.5486405,564.0199216,76930.01253,42311.50689,59126.36191,2403.233322,2.55002709,0.006392891,2.233031561,40.619853,57.56536207,0.4198,22.7148
2812,2812.31,203.6195954,581.3761428,64051.65977,35228.41288,49611.91559,2028.317435,2.548478223,0.007385754,3.218112055,44.24769733,63.97096209,0.4765,20.7744
2813,2813.29,203.6905503,558.3534221,52178.65438,28698.25991,39996.72626,1622.537056,2.546458056,0.008680734,4.843966376,48.30742902,71.45246603,0.4396,17.5098
2814,2814.26,203.7607812,548.6263361,59282.12803,32605.17042,45235.96517,1828.874961,2.547753797,0.00785013,3.755217162,45.78001541,66.75479884,0.4098,16.2086
2815,2815.25,203.8324602,540.3203094,58928.28958,32410.55927,44789.06206,1805.494112,2.547695889,0.00788725,3.800328017,45.89856204,66.97216256,0.5185,17.9664
2816,2816.25,203.9048631,569.2248164,73872.30753,40629.76914,56901.25302,2316.887598,2.54970321,0.006600506,2.421191582,41.42298273,58.96151153,0.5018,17.0304
2817,2817.26,203.9779901,540.2359023,81071.11276,44589.11202,61612.23046,2483.578961,2.550430728,0.006134149,2.011294625,39.58162281,55.77852064,0.4856,24.0161
2818,2818.31,204.0540133,577.3117926,68482.46995,37665.35847,52937.9058,2161.373763,2.549069782,0.00700655,2.81616503,42.9231853,61.60258327,0.4745,21.4136
2819,2819.36,204.1300364,558.4530012,86027.81301,47315.29716,65932.96281,2674.777656,2.550867914,0.005853901,1.786766121,38.40649516,53.78016862,0.4471,24.9064
2820,2820.34,204.2009913,559.7336249,77264.46881,42495.45785,59249.52395,2404.703593,2.550061123,0.006371075,2.213792305,40.5339497,57.41675192,0.4803,21.9386
2821,2821.3,204.2704981,568.9306321,51726.80832,28449.74457,39831.47175,1621.68406,2.546364927,0.008740431,4.928733681,48.47965294,71.77749468,0.4459,22.3267
2822,2822.28,204.341453,592.685101,78631.5205,43247.33627,61188.77936,2510.921664,2.550197537,0.00628363,2.137685508,40.18665373,56.81735477,0.5128,25.6826
2823,2823.3,204.4153041,574.603924,47491.71342,26120.44238,36661.42005,1495.47495,2.545415533,0.009349017,5.844308062,50.17115674,75.00396715,0.4771,22.7148
2824,2824.35,204.4913272,577.1792626,57277.97695,31502.88732,44265.42024,1807.209521,2.547417379,0.008065783,4.021865968,46.46103868,68.00745591,0.4401,23.8563
2825,2825.28,204.558662,581.4954338,58816.07535,32348.84144,45540.09042,1861.919831,2.547677395,0.007899106,3.814804221,45.93630592,67.04142935,0.425,23.491
2826,2826.29,204.631789,558.7548086,20260.60218,11143.3312,15526.59134,629.9504778,2.531462011,0.018293582,31.96613216,67.04000862,110.9811161,0.4395,27.6459
2827,2827.25,204.7012958,561.2936392,16224.69884,8923.584364,12447.803,505.4779246,2.52600256,0.021793231,49.7882366,71.43889021,121.6691857,0.4251,23.4453
2828,2828.24,204.7729747,597.9453003,88399.66287,48619.81458,68934.39764,2833.586348,2.551061548,0.005729777,1.692416611,37.86793071,52.87274203,0.4721,28.5362
2829,2829.32,204.8511699,547.8072478,61303.31415,33716.82278,46736.47903,1888.996573,2.548073087,0.007645457,3.512306494,45.11613368,65.54284312,0.447,26.8925
2830,2830.32,204.9235729,631.7166911,43595.53978,23977.54688,35786.50287,1486.672593,2.544323899,0.010048782,7.015893692,51.86621406,78.30076279,0.4198,28.5362
2831,2831.33,204.9966999,565.9578468,53184.22066,29251.32136,41888.67996,1703.720541,2.546185813,0.008855248,5.094275814,47.92944373,70.74134231,0.52,26.0707
2832,2832.33,205.0691029,584.4052176,25519.6593,14035.81262,19780.34627,809.5030558,2.536207065,0.015251881,20.17343217,62.47028809,100.4937532,0.4416,23.628
2833,2833.33,205.1415059,624.5966336,62459.72959,34352.85127,49252.38182,2041.621347,2.548247438,0.007533693,3.383790131,44.74607196,64.87116622,0.4141,21.6875
2834,2834.29,205.2110127,613.3792315,108266.5964,59546.62804,84969.91162,3509.920298,2.552381249,0.004883814,1.129507959,33.85350467,46.27064755,0.4617,24.9977
2835,2835.29,205.2834157,589.6781451,93323.98189,51328.19004,72496.82149,2972.041648,2.551435328,0.005490174,1.518964379,36.79448597,51.07965551,0.418,28.1938
2836,2836.25,205.3529225,593.756554,70739.66776,38906.81727,55049.00585,2259.757993,2.549345552,0.006829774,2.639769735,42.28103306,60.46675641,0.4932,26.9838
2837,2837.22,205.4231534,549.5789027,79320.50256,43626.27641,60506.41687,2447.071693,2.550264693,0.006240582,2.10080848,40.01390133,56.5200438,0.5414,26.3218
2838,2838.27,205.4991765,631.3725466,83469.57909,45908.2685,65994.84903,2741.325047,2.550648072,0.005994826,1.89766293,39.00428542,54.79356564,0.4557,22.8746
2839,2839.32,205.5751996,621.7512254,84208.90614,46314.89838,66311.85185,2746.358279,2.550712832,0.005953313,1.864575199,38.82966272,54.49686268,0.3935,27.3034
2840,2840.29,205.6454305,589.0804228,76853.857,42269.62135,59677.21545,2446.017988,2.550019303,0.006397883,2.237447412,40.63946533,57.59931034,0.4574,27.8285
2841,2841.3,205.7185575,662.3035169,95042.47003,52273.35852,76082.54878,3189.599194,2.551557594,0.005411799,1.464673971,36.4331646,50.4807152,0.4788,23.9248
2842,2842.31,205.7916845,616.8691066,68250.77063,37537.92385,53630.45794,2217.778409,2.549040553,0.007025287,2.835266982,42.99029567,61.72175151,0.4555,26.8012
2843,2843.27,205.8611914,652.8587763,109635.6782,60299.62303,87430.31946,3655.204856,2.552456319,0.004835693,1.101548357,33.60466938,45.87056971,0.4373,21.094
2844,2844.33,205.9379385,573.7372128,90504.39927,49777.4196,69790.32341,2846.025639,2.551225756,0.005624515,1.614818223,37.40198409,52.09189137,0.4689,27.3263
2845,2845.28,206.0067213,597.9193919,81136.89253,44625.29089,63236.36963,2599.344078,2.550436842,0.00613023,2.00804342,39.56556232,55.75103767,0.4156,27.4404
2846,2846.25,206.0769522,685.0157897,101440.4387,55792.24131,81914.79667,3456.477702,2.551980061,0.005140986,1.286189966,35.14310576,48.36094477,0.3727,29.4265
2847,2847.34,206.1558715,679.7861627,104071.9193,57239.5556,83867.95641,3533.673662,2.552140289,0.005038276,1.222136099,34.63596961,47.53554114,0.4315,26.1163
2848,2848.33,206.2275504,584.8638568,45779.5388,25178.74634,35472.85152,1451.932151,2.544987385,0.009623471,6.288410252,50.89824587,76.41021692,0.4152,23.1029
2849,2849.25,206.2941611,564.086176,43013.43378,23657.38858,33018.5976,1342.094907,2.544231682,0.010107896,7.120837012,52.13239953,78.82438097,0.3965,20.4776
2850,2850.29,206.3694602,571.7194052,85802.89053,47191.58979,66091.8588,2693.375276,2.550849056,0.00586599,1.796120917,38.45833587,53.86779264,0.4329,18.8111
2851,2851.27,206.4404151,590.4452513,72619.40134,39940.67074,56403.25019,2312.857085,2.549563475,0.00669008,2.50522951,41.76171355,59.55404238,0.4391,19.359
2852,2852.27,206.5128181,600.4649301,50825.87034,27954.22869,39647.57016,1631.055606,2.546174827,0.00886229,5.104536959,48.82758758,72.43608025,0.3951,17.5098
2853,2853.3,206.5873932,601.829152,45709.60768,25140.28422,35676.39407,1468.327608,2.54496929,0.009635071,6.307614798,50.92851777,76.46902118,0.3894,20.3406
2854,2854.26,206.6569,619.2439086,13866.07402,7626.340708,10902.68047,451.1919328,2.521522571,0.024665018,68.10970417,74.54957462,129.6066161,0.3983,26.2761
2855,2855.31,206.7329231,649.6916142,53856.48615,29621.06738,42878.90037,1790.962645,2.546791611,0.008466916,4.547620121,47.68070915,70.27504641,0.4564,24.2672
2856,2856.34,206.8074982,615.4655828,54255.48285,29840.51557,42589.66921,1760.436577,2.546868213,0.008417812,4.481155831,47.53454659,70.00165205,0.4801,21.756
2857,2857.31,206.8777291,611.7968376,72392.79619,39816.03791,56737.18466,2342.522677,2.549537741,0.006706576,2.520895843,41.82360123,59.66253832,0.442,18.8111
2858,2858.28,206.9479599,635.5205908,66835.6642,36759.61531,52902.06024,2200.243879,2.548858109,0.007142238,2.956269293,43.40518462,62.4604363,0.4116,19.6101
2859,2859.3,207.021811,719.6314274,82142.78594,45178.53227,67177.34941,2861.658091,2.550529243,0.006070998,1.959293669,39.32157687,55.33411294,0.4258,19.2905
2860,2860.3,207.0942139,661.3598085,64347.26726,35390.99699,51463.40081,2156.901298,2.548519952,0.007359005,3.188690682,44.15651862,63.80680717,0.4098,19.6101
2861,2861.18,207.1579286,477.1739818,34205.33621,18812.93492,25141.25739,989.4995641,2.541111414,0.012108068,11.24658316,56.66964347,88.00561262,0.4005,21.0483
2862,2862.27,207.2368478,674.9287654,135602.0314,74581.11725,109025.3079,4587.307686,2.553619721,0.004089922,0.72088758,29.39553071,39.25799459,0.375,25.1575
2863,2863.2,207.3041826,548.2208189,102377.0065,56307.35358,77975.58086,3152.077757,2.552037932,0.00510389,1.262826822,34.96111911,48.06423833,0.3635,25.2945
2864,2864.21,207.3773096,597.6504291,97674.84357,53721.16396,76071.56791,3126.666605,2.551737402,0.005296537,1.386992942,35.89217064,49.5882402,0.35,24.7694
2865,2865.48,207.4692613,286.7575474,7396.45343,4068.049386,4742.81056,169.2265924,2.496864319,0.040471591,238.5682927,86.99402055,164.9612325,0.3542,22.7148
2866,2866.33,207.5308039,345.6829694,404.8839009,222.6861455,273.5723252,10.11898638,1.936998674,0.399359824,78391.12017,144.521853,471.9632601,0.3494,19.9982
2867,2867.29,207.6003107,358.0191169,1028.736151,565.8048831,701.6019165,26.12694157,2.261207386,0.191533727,12203.39477,126.0567851,334.1936074,0.3749,23.6508
2868,2868.28,207.6719896,342.7449985,2728.160394,1500.488217,1838.935408,67.90744394,2.421452105,0.088812753,1744.250446,106.7439826,236.4530519,0.3778,23.9248
2869,2869.31,207.7465647,334.4018788,200.0716068,110.0393837,133.9550298,4.92321326,1.474246422,0.695995883,319833.1683,158.4807643,627.5126071,0.3342,28.0796
2870,2870.33,207.8204157,316.0107866,136.257784,74.94178119,89.81384009,3.265136356,1.090435372,0.942028608,688147.7117,166.0872351,743.7404947,0.3328,34.9283
2871,2871.38,207.8964389,486.3701758,2099.989077,1154.993992,1550.488531,61.24827474,2.38972206,0.109152526,2939.734876,111.9260696,259.3777575,0.3253,38.7636
2872,2872.35,207.9666697,507.5146353,988.2352941,543.5294118,737.6467849,29.37875032,2.251599234,0.197692798,13221.32166,126.8521409,339.050472,0.3068,42.2336
2873,2873.3,208.0354526,510.5426077,1011.764706,556.4705882,756.3402804,30.15780035,2.257264922,0.194060947,12615.11071,126.3861904,336.1955471,0.33,37.5993
2874,2874.3,208.1078555,461.8083769,5633.74947,3098.562208,4104.043286,160.5102409,2.481758538,0.050154783,410.6141486,92.38462289,182.3483684,0.3567,39.6767
2875,2875.29,208.1795345,485.5535726,2821.555624,1551.855593,2082.032169,82.21899826,2.425078742,0.086487986,1630.982905,106.0774314,233.6503648,0.3659,38.6494
2876,2876.34,208.2555576,497.5363349,2518.118284,1384.965056,1888.196148,74.91538819,2.463874463,0.061618934,691.4117186,108.3304306,243.2534119,0.3745,36.9829
2877,2877.33,208.3272365,492.7593417,1157.892618,636.8409401,865.2003933,34.26365222,2.402445735,0.100996324,2415.082182,123.7147923,320.3387709,0.3389,42.6902
2878,2878.35,208.4010875,474.7881346,1210.659973,665.8629849,888.1050131,34.91995407,2.297188763,0.168468742,8819.046257,122.8323369,315.2844072,0.3176,38.307
2879,2879.33,208.4720425,515.7378944,2243.105863,1233.708224,1680.832724,67.15120315,2.398342525,0.103626587,2577.480973,110.6205387,253.4051448,0.322,38.9919
2880,2880.32,208.5437214,504.1027794,1119.215604,615.5685824,833.720206,33.16201979,2.280410169,0.179224251,10314.69727,124.387536,324.2520377,0.3165,36.6177
2881,2881.43,208.6240887,530.3159899,1080.912174,594.501696,815.7430507,32.76530689,2.272631891,0.184210326,11056.62271,125.0770964,328.3182629,0.3188,31.8236
2882,2882.29,208.6863552,552.2022797,930.4401898,511.7421044,709.5359412,28.72221849,2.236600828,0.207307162,14910.04749,128.0454681,346.4883071,0.3128,31.1844
2883,2883.39,208.7659985,607.7067443,1513.719485,832.5457168,1183.339988,48.79378248,2.339611142,0.141274909,5647.976259,118.4084911,291.2174911,0.3429,27.8742
2884,2884.3,208.8318852,659.1585584,5199.503471,2859.726909,4151.928544,173.9012862,2.476653483,0.053427255,481.8583134,93.97298063,187.7461413,0.3337,30.2255
2885,2885.33,208.9064603,481.1718975,1783.997782,981.1987798,1312.839567,51.75331296,2.366372653,0.124120094,4069.824993,115.1552845,274.7654218,0.3677,31.1615
2886,2886.32,208.9781392,539.3076749,1416.225757,778.9241662,1073.263356,43.24874412,2.327740755,0.148884132,6450.069887,119.7267969,298.1761964,0.3077,36.5948
2887,2887.31,209.0498182,497.8107379,827.2526023,454.9889313,614.0821819,24.36669025,2.205213933,0.227426966,18849.82319,130.3731454,361.540943,0.3575,38.2842
2888,2888.33,209.1236692,480.7192898,830.6834142,456.8758778,611.0785574,24.08489886,2.2063691,0.226686474,18694.85395,130.2911917,360.9982879,0.3654,37.1427
2889,2889.35,209.1975202,470.1860457,841.2479995,462.6863997,615.3015145,24.14807995,2.209873273,0.22444021,18229.48295,130.0409393,359.3470921,0.4311,31.367
2890,2890.34,209.2691992,549.4260436,1051.237108,578.1804093,800.3898655,32.36857429,2.266258524,0.188295818,11687.92552,125.6283364,331.6097623,0.4538,31.7323
2891,2891.34,209.3416021,480.5473295,784.9627529,431.7295141,577.324171,22.75294392,2.190236226,0.23702806,20929.74187,131.412231,368.5043795,0.3724,34.974
2892,2892.32,209.412557,548.789615,1017.509631,559.630297,774.4258407,31.31157252,2.258612628,0.193197033,12473.43822,126.2740704,335.5126324,0.3688,31.1844
2893,2893.29,209.4827879,482.3180691,711.435006,391.2892533,523.7029114,20.65430074,2.160439222,0.256128704,25466.16837,133.3597994,381.9852298,0.4079,26.2533
2894,2894.33,209.558087,423.0496201,509.9278566,280.4603211,362.8445959,13.95336951,2.040544288,0.332984431,49481.73551,139.954152,432.2598747,0.3555,29.7005
2895,2895.31,209.6290419,385.670831,733.8290735,403.6059904,509.6773566,19.25378704,2.170079006,0.249949355,23939.554,132.7460951,377.6752658,0.3811,26.8697
2896,2896.28,209.6992728,344.9622296,235.2941176,129.4117647,158.6253076,5.864928836,1.604488566,0.61250733,231445.1279,155.2696562,586.1490061,0.4403,21.1853
2897,2897.32,209.7745719,441.4911138,994.0132897,546.7073093,715.0736796,27.72542636,2.253012731,0.196786711,13068.46921,126.7367002,338.340611,0.4308,30.8191
2898,2898.28,209.8440787,563.2372982,1575.482695,866.5154822,1234.721592,50.17272367,2.43047067,0.083031622,1471.005722,117.6165734,287.1201153,0.4197,38.2157
2899,2899.32,209.9193778,495.151264,814.0527312,447.7290022,603.1768714,23.90928937,2.200688422,0.230327935,19464.4088,130.6916592,363.6590124,0.4248,34.6772
2900,2900.28,209.9888847,517.154764,877.1889525,482.4539239,657.2735976,26.27271599,2.221227611,0.217161788,16770.00051,129.2125052,353.9430724,0.4345,33.6727
2901,2901.32,210.0641838,518.9995785,927.9497127,510.372342,695.922374,27.83667983,2.235917074,0.207745465,14989.97315,128.0985424,346.8234031,0.4188,31.4583
2902,2902.34,210.1380348,502.7179087,662.6885152,364.4786834,492.8935893,19.59492974,2.137454414,0.270862555,29339.36469,134.7653241,392.078957,0.5285,36.6405
2903,2903.32,210.2089897,460.0105789,1200.662914,660.364603,872.7459996,34.10769876,2.295465946,0.169573111,8966.120701,122.9965312,316.2181725,0.4443,33.3531
2904,2904.32,210.2813927,491.6043494,945.1177587,519.8147673,698.8589668,27.6636957,2.240564997,0.204766028,14451.74768,127.7355327,344.5388305,0.5587,35.91
2905,2905.33,210.3545197,514.01136,1332.1452,732.67986,1009.192224,40.29236049,2.415885261,0.092381243,1927.149954,120.9387739,304.7304364,0.5019,30.2712
2906,2906.21,210.4182343,439.1355976,46385.24025,25511.88214,33226.08697,1286.942568,2.544930264,0.009660087,6.3491521,50.63796725,75.9054627,0.403,30.8648
2907,2907.31,210.4978775,457.030362,121654.4927,66909.97098,88364.21278,3449.032603,2.55183828,0.005231872,1.34452824,31.54482489,42.59843946,0.5673,31.3442
2908,2908.29,210.5688325,462.6797892,95049.26266,52277.09447,69179.56246,2706.613917,2.551558069,0.005411494,1.464465193,36.43174941,50.47837386,0.4543,26.4816
2909,2909.32,210.6434075,333.6497209,81180.44981,44649.24739,54190.87608,1990.799135,2.550440885,0.006127638,2.005894915,39.55493474,55.7328542,0.5478,26.0478
2910,2910.29,210.7136384,338.0787581,82539.53111,45396.74211,55295.00736,2036.527292,2.550565134,0.006047991,1.940553238,39.22616462,55.17137075,0.4261,38.8777
2911,2911.26,210.7838693,382.1869287,71581.62551,39369.89403,49558.46367,1868.87231,2.549444428,0.006766393,2.578198678,42.04673748,60.054333,0.4962,33.3531
2912,2912.31,210.8598924,470.098897,57244.34092,31484.38751,41829.15195,1641.565347,2.547411553,0.008069517,4.026581128,46.47267065,68.02893485,0.5655,38.2613
2913,2913.37,210.9366395,502.0369186,74315.34546,40873.44,55232.10427,2195.172971,2.549751612,0.006569479,2.392485638,41.30457807,58.75490784,0.4948,35.9556
2914,2914.34,211.0068704,510.8647511,106311.7188,58471.44535,79366.53851,3164.992119,2.552271068,0.004954443,1.171315153,34.21431949,46.85262805,0.5114,34.1978
2915,2915.3,211.0763773,509.6346139,78596.43129,43228.03721,58637.14667,2337.256447,2.550194088,0.006285841,2.139589569,40.19549231,56.83258118,0.462,28.97
2916,2916.3,211.1487802,479.4652989,102238.6734,56231.2704,75077.64021,2957.603262,2.552029444,0.005109331,1.26623731,34.98789388,48.10785542,0.4692,29.6092
2917,2917.31,211.2219072,398.7405533,68291.0543,37560.07986,47797.56814,1817.248183,2.549045647,0.007022021,2.831931938,42.97861139,61.70099733,0.4458,28.1709
2918,2918.29,211.2928622,305.9169483,33069.4754,18188.21147,21529.10959,777.8015063,2.540602012,0.012434608,12.03027238,57.3383761,89.40103485,0.419,27.235
2919,2919.26,211.363093,300.2287562,13766.75837,7571.717102,8913.042497,320.8475723,2.521304003,0.024805126,69.09330796,74.69191652,129.9777291,0.4598,22.6235
2920,2920.31,211.4391162,300.864626,57919.36254,31855.64939,37519.34576,1351.154482,2.547527306,0.007995317,3.933518443,46.24053296,67.60081353,0.4465,25.0205
2921,2921.29,211.5100711,313.5721203,48098.87762,26454.38269,31530.51089,1144.566601,2.545560802,0.009255896,5.698077207,49.91960028,74.52016879,0.4416,26.6871
2922,2922.3,211.5831981,291.5712925,45511.21051,25031.16578,29204.1521,1045.369712,2.544917681,0.009668153,6.362580606,51.014653,76.63645449,0.4635,21.9386
2923,2923.3,211.655601,290.8539117,33319.20588,18325.56324,20743.41639,742.1634161,2.541401008,0.011922431,10.81522255,57.18939946,89.08920266,0.5115,21.5734
2924,2924.27,211.7258319,265.8110201,49015.74234,26958.65829,30544.61247,1074.04591,2.54577406,0.009119192,5.487452838,49.5456859,73.80362486,0.4958,22.829
2925,2925.25,211.7967868,254.7250305,46697.7145,25683.74298,28673.74411,1000.021344,2.545220476,0.009474054,6.044194861,50.50501848,75.64822101,0.4933,28.9928
2926,2926.27,211.8706379,282.0914071,53080.40067,29194.22037,33708.90877,1198.961534,2.546639667,0.008564316,4.6812107,47.96813661,70.8139971,0.4445,32.2345
2927,2927.29,211.9444889,309.807688,80559.97321,44307.98527,52606.29535,1905.186716,2.550382916,0.006164797,2.036829512,39.70686616,55.99300335,0.4155,30.7963
2928,2928.31,212.0183399,317.2495212,85396.11244,46967.86184,56140.58725,2042.500864,2.550814724,0.005887997,1.813227075,38.5524372,54.02697294,0.4757,29.6092
2929,2929.32,212.0914669,337.947,62975.10337,34636.30685,42136.59868,1551.783698,2.548323295,0.007485068,3.328778382,44.58335036,64.57669611,0.4105,27.9198
2930,2930.3,212.1624218,307.206393,60061.97475,33034.08611,39117.46734,1414.377258,2.547879266,0.007769701,3.658589611,45.52122208,66.28128495,0.4607,25.363
2931,2931.29,212.2341008,309.9173492,28969.11813,15933.01497,18913.89444,685.0312581,2.538469188,0.013801803,15.66580684,59.95976804,94.98059728,0.4108,34.563
2932,2932.26,212.3043316,309.9775828,49704.64394,27337.55417,32451.78659,1175.396233,2.54592966,0.009019449,5.336793226,49.26931264,73.27597113,0.4596,33.5814
2933,2933.27,212.3774586,427.138644,119851.4571,65918.3014,85347.94157,3288.183793,2.552967747,0.004507854,0.922204395,31.84050571,43.06382994,0.3973,25.5228
2934,2934.23,212.4469655,750.2496825,204223.8355,112323.1095,168551.913,7237.920303,2.555379366,0.002961945,0.318519454,21.2867729,27.29249916,0.503,30.2255
2935,2935.33,212.5266088,608.8080828,152254.1415,83739.77781,118887.747,4903.921322,2.554176274,0.003733158,0.572176611,27.10193166,35.77363328,0.4955,28.696
2936,2936.24,212.5924955,595.7275698,128947.9329,70921.36309,100115.2139,4112.346841,2.553361669,0.00425534,0.796993121,30.39188029,40.79731355,0.5471,29.2211
2937,2937.27,212.6670705,351.7789732,68851.43089,37868.28699,46556.233,1727.8454,2.549115963,0.006976946,2.786143255,42.81678513,61.4138287,0.5107,24.3128
2938,2938.29,212.7409215,309.5644054,36620.34358,20141.18897,23890.19578,865.0751261,2.542100036,0.011474336,9.815706927,55.31870763,85.22037594,0.4276,24.1759
2939,2939.27,212.8118765,306.306272,38155.99794,20985.79886,24813.94971,896.6955034,2.542670186,0.011108855,9.043488033,54.50526122,83.56467931,0.3852,22.5322
2940,2940.27,212.8842794,310.1576401,52448.15429,28846.48486,34230.24433,1239.950235,2.546512918,0.008645566,4.794445524,48.20541609,71.26024272,0.3865,26.0478
2941,2941.38,212.9646467,451.4093461,81044.66998,44574.56849,58530.54059,2279.125774,2.550428268,0.006135726,2.012603802,39.58808263,55.78957615,0.493,22.9203
2942,2942.22,213.0254652,565.0490598,249957.0653,137476.3859,191367.8866,7781.016287,2.556059535,0.002525939,0.212856164,17.28533648,21.7334929,0.4823,27.1208
2943,2943.22,213.0978682,453.9519077,228748.072,125811.4396,165431.2516,6448.714076,2.555774367,0.002708739,0.254036849,19.04113625,24.14604004,0.4524,26.8925
2944,2944.42,213.1847517,663.4914305,227767.9369,125272.3653,181876.7241,7627.427273,2.555760045,0.00271792,0.256222035,19.12616568,24.26392311,0.5322,32.1203
2945,2945.32,213.2499144,236.6135161,119256.0104,65590.8057,70966.20442,2440.096854,2.552940093,0.004525581,0.931411789,31.93913122,43.21938119,0.4703,30.3625
2946,2946.3,213.3208693,240.9033156,116912.6973,64301.98352,70101.47269,2418.719637,2.552828824,0.004596908,0.969020438,32.33210252,43.84076005,0.5242,30.0429
2947,2947.28,213.3918242,239.8745717,117431.3857,64587.26215,70277.32163,2422.789209,2.552853795,0.004580901,0.960501802,32.24444445,43.7019318,0.4902,26.4588
2948,2948.22,213.459883,239.1928358,88649.96643,48757.48154,52982.3582,1825.54966,2.551081441,0.005717025,1.682898401,37.81194065,52.77870541,0.4788,31.7551
2949,2949.32,213.5395263,313.3621888,73931.59185,40662.37552,48365.52319,1755.45594,2.549709717,0.006596335,2.417320472,41.40709754,58.93377798,0.3791,26.3218
2950,2950.29,213.6097572,303.3451822,79275.28515,43601.40683,51368.90115,1852.835364,2.550260317,0.006243386,2.103199302,40.02519286,56.53945975,0.4587,27.3948
2951,2951.27,213.6807121,295.0084396,89455.56091,49200.5585,57481.84832,2062.226235,2.551144791,0.005676416,1.652803884,37.63280556,52.47822302,0.509,22.0756
2952,2952.3,213.7552872,297.6323165,69889.95326,38439.4743,45025.74735,1618.106805,2.549243609,0.006895123,2.704173634,42.52033164,60.88908461,0.5293,25.0434
2953,2953.3,213.8276901,321.2982582,83489.83881,45919.41135,54997.00288,2005.788075,2.55064986,0.00599368,1.89674452,38.99947967,54.78539266,0.4325,27.7372
2954,2954.28,213.898645,337.6647504,104855.4485,57670.49669,70038.65811,2578.930494,2.552186606,0.005008586,1.203987771,34.48744427,47.29464013,0.4515,29.3352
2955,2955.47,213.9848046,225.1617436,60620.73513,33341.40432,35127.01367,1196.31944,2.547967388,0.007713213,3.59163315,45.33785462,65.9466072,0.4789,26.1163
2956,2956.32,214.0463471,349.1793395,157710.8785,86740.9832,106311.1227,3939.901127,2.554335645,0.003630997,0.533367591,26.40465708,34.73037545,0.4861,26.7099
2957,2957.32,214.1187501,376.9341613,100840.0703,55462.03867,69395.67261,2609.976485,2.551942459,0.00516509,1.301509433,35.26065064,48.55289082,0.538,25.3858
2958,2958.27,214.1875329,491.3916176,117770.2752,64773.65136,86895.12329,3439.377589,2.552870004,0.00457051,0.954996661,32.18738119,43.61162613,0.352,28.0796
2959,2959.26,214.2592118,514.3770213,123639.2741,68001.60074,92314.49963,3686.194257,2.553138072,0.004398672,0.866708452,31.22436457,42.09565761,0.3607,24.4498
2960,2960.32,214.335959,430.3168103,122343.3991,67288.86951,87187.40382,3363.851727,2.553080863,0.004435344,0.885116475,31.43300632,42.42281334,0.4106,24.9292
2961,2961.44,214.4170503,632.9424326,251652.2504,138408.7377,198362.611,8243.621308,2.556080467,0.002512521,0.210005704,17.15149467,21.55126688,0.5598,29.3124
2962,2962.24,214.4749727,478.7026111,333730.8327,183551.958,244528.2099,9629.973917,2.556862172,0.002011428,0.119589812,11.56166096,14.14556907,0.4661,29.1526
2963,2963.32,214.5531679,297.8703506,45852.40647,25218.82356,29523.18697,1061.148978,2.545006188,0.009611418,6.268492511,50.86675195,76.34906064,0.4818,26.5273
2964,2964.3,214.6241228,263.5007374,103542.7241,56948.49827,64093.68987,2249.952377,2.552108652,0.005058556,1.234626838,34.73691754,47.69948948,0.5328,29.9059
