Hole Depth (ft),True Vertical Depth (ft),Hydrostatic Pressure (psi),Confined Pressure (psi),Mechanical Specific Energy (psi),Unconfined Compressive Strength (psi),Confined Compressive Strength (psi),Young modulus (GPa),Bulk Density (g/cc),Porosity (fraction),Permeability (nD),Compressional wave (microsec/ft),Shear wave (microsec/ft),NPHI,Gamma
541,541.48,39.20475998,90.29076953,10635.07137,5849.289254,6602.148171,188.563507,2.51257646,0.030399705,115.6166745,79.80280192,143.7876434,0.4637,21.8473
542,542.42,39.27281877,127.7785805,19430.27762,10686.65269,12575.35945,384.0074938,2.530505302,0.018906858,34.74880004,67.86863575,112.9484654,0.5228,17.487
543,543.37,39.34160159,100.4248733,22371.63586,12304.39972,14060.13021,409.8825651,2.533606099,0.016919168,26.23185354,65.07732191,106.4030053,0.6313,21.6647
544,544.33,39.41110844,156.5790208,27164.27306,14940.35018,18044.7929,573.0243245,2.53734965,0.014519455,17.81058073,61.23358489,97.75669559,0.4845,23.6051
545,545.39,39.48785559,114.3873436,22614.72261,12438.09743,14434.50179,431.480195,2.533829917,0.016775694,25.6724298,64.86331722,105.9106439,0.5763,22.7148
546,546.46,39.56532677,105.1673609,18189.48772,10004.21824,11491.74471,337.9992334,2.528931028,0.019916008,39.63729211,69.17534312,116.0936249,0.5288,25.9794
547,547.45,39.63700571,154.5955231,34420.82298,18931.45264,22822.23057,722.9576938,2.541204657,0.012048297,11.10658075,56.54528626,87.74734824,0.4594,25.7054
548,548.32,39.69999629,152.8190174,20777.27107,11427.49909,13754.31227,434.7373141,2.532022708,0.017934161,30.40017815,66.54136643,109.8071942,0.4906,23.3769
549,549.32,39.77239926,108.943456,29300.70458,16115.38752,18585.95884,550.3834702,2.538661421,0.013678576,15.31417346,59.7343979,94.49391363,0.5363,23.3997
550,550.4,39.85059447,50.18776352,31550.40135,17352.72074,18241.09828,465.2663008,2.539869732,0.012904018,13.21330101,58.26955142,91.3628249,0.5179,21.5734
551,551.33,39.91792923,93.39328443,23990.9812,13195.03966,14938.75517,429.4500657,2.535020279,0.016012642,22.81867265,63.69347882,103.2424,0.4387,20.4091
552,552.36,39.99250429,145.6035816,23022.9963,12662.64796,15140.78408,474.1227276,2.534196306,0.016540829,24.77235405,64.50901191,105.0983936,0.4521,22.5778
553,553.4,40.06780338,80.35676981,12238.11991,6730.965951,7486.388678,209.0716606,2.517543301,0.027215833,87.37701762,77.02263353,136.1564834,0.5933,22.418
554,554.39,40.13948232,-61.06280236,12170.17128,6693.594205,,,2.51735662,0.0273355,88.35280521,77.13288467,136.453612,0.4986,18.7882
555,555.42,40.21405738,-353.4981203,10397.42767,5718.585217,,,2.511724387,0.030945906,120.9475594,80.2503014,145.0435104,0.5574,14.1768
556,556.28,40.27632393,-308.2282344,11292.8399,6211.061944,,,2.514766883,0.028995588,102.5732248,78.61445087,140.4901218,0.5469,15.752
557,557.29,40.34945093,-270.3454619,17945.89432,9870.241877,,,2.528599186,0.020128727,40.71772071,69.4423227,116.7427627,0.6157,18.4001
558,558.3,40.42257793,-246.7087881,21423.32222,11782.82722,,,2.532689692,0.017506608,28.59897413,65.9350199,108.3896787,0.5472,18.3088
559,559.37,40.50004911,-69.88971948,24779.36979,13628.65339,,,2.535648692,0.015609813,21.39344915,63.05321214,101.7984438,0.5379,14.2453
560,560.46,40.57896834,6.688249678,7657.713502,4211.742426,,,2.498567907,0.039379547,222.6086244,86.30663794,162.841852,0.4896,19.9525
561,561.43,40.64919922,6.748483296,16051.94319,8828.568753,,,2.525714566,0.021977842,50.86276904,71.65086621,122.1997985,0.5501,20.8657
562,562.39,40.71870607,-23.10381545,20899.48416,11494.71629,,,2.532151707,0.01785147,30.04661804,66.42523127,109.5348501,0.5166,17.9207
563,563.41,40.7925571,-179.7870348,16936.84125,9315.26269,,,2.527134105,0.021067882,45.69984627,70.58826637,119.5546574,0.8909,17.4185
564,564.31,40.85771977,-176.7626826,29974.73789,16486.10584,,,2.53904044,0.013435615,14.63496212,59.28403367,93.52534394,0.608,22.829
565,563.82,40.82224232,0.313336117,52646.01835,28955.31009,,,2.546552877,0.008619951,4.758570098,48.13085239,71.11988302,0.7382,20.8885
566,566.34,41.0046978,62.72874844,22036.03144,12119.81729,13072.24315,348.0628393,2.533289851,0.01712189,27.03476948,65.37662872,107.0938475,0.6218,26.7784
567,567.33,41.07637674,53.68292431,39316.42187,21624.03203,22865.4011,590.8275519,2.543074515,0.01084967,8.518890794,53.91200724,82.36714065,0.5671,18.9024
568,568.32,41.14805568,24.46262517,19104.60647,10507.53356,,,2.530109816,0.019160374,35.94036329,68.20334998,113.7490802,0.4907,18.8796
569,569.32,41.22045865,70.96231353,32121.93818,17667.066,19331.31404,527.0900204,2.540152508,0.012722751,12.74850394,57.91404807,90.61126109,0.5302,15.3411
570,570.32,41.29286162,51.070184,11224.33014,6173.381576,6479.437142,165.8233927,2.514549466,0.029134958,103.8258241,78.73494853,140.8220324,0.506,20.2949
571,571.35,41.36743668,46.8559336,16571.5966,9114.378132,9438.204289,237.5713712,2.526564617,0.021432938,47.73097981,71.0199698,120.6248746,0.5212,18.1947
572,572.37,41.44128771,20.0271522,15221.24429,8371.684358,,,2.524248465,0.02291765,56.54989252,72.70310008,124.8557055,0.5171,20.4091
573,573.37,41.51369068,90.07039291,17695.11813,9732.314969,10948.78718,312.5604246,2.528249039,0.02035318,41.87686188,69.72098747,117.4227056,0.6935,20.7972
574,574.36,41.58536962,48.66343122,18679.73893,10273.85641,10696.5779,271.2161666,2.529575376,0.019502964,37.58936046,68.64869703,114.8196644,0.69,24.4042
575,575.38,41.65922065,106.1415615,24776.09777,13626.85377,15633.0028,460.6206645,2.535646158,0.015611437,21.39908504,63.05582709,101.8043178,0.7284,25.1347
576,576.41,41.73379571,93.0997286,24163.66562,13290.01609,15005.96891,431.1208005,2.535161057,0.015922399,22.49455385,63.55145688,102.9211127,0.5316,20.5004
577,577.41,41.80619868,120.3446901,25786.55559,14182.60557,16522.19105,498.7390077,2.536401333,0.01512735,19.75909158,62.26426538,100.0348836,0.684,21.3679
578,578.47,41.88294582,103.5160669,14995.03852,8247.271187,9430.185548,276.5197802,2.523824153,0.023189646,58.26425923,72.99958961,125.6107408,0.6306,14.3138
579,579.45,41.95390073,123.5215626,31357.97412,17246.88577,20154.76816,611.4527964,2.539772454,0.012966375,13.37552799,58.39069434,91.61966749,0.5565,19.1763
580,580.39,42.02195953,112.2327316,27246.4989,14985.57439,17302.80158,515.3293992,2.537403531,0.014484916,17.70352912,61.17373514,97.62529037,0.6314,19.9297
581,581.29,42.0871222,126.4040311,29124.01738,16018.20956,18771.08776,572.0105832,2.538559476,0.013743926,15.50005042,59.85416799,94.75238924,0.679,22.1441
582,582.37,42.16531741,187.5854925,39174.35871,21545.89729,26617.19696,875.177136,2.543026167,0.010880662,8.580623457,53.98368789,82.51139132,0.6657,22.9888
583,583.4,42.23989246,92.56611009,22750.5352,12512.79436,14109.4449,404.9151772,2.533953102,0.01669673,25.36764456,64.7447522,105.6384298,0.5506,22.8061
584,584.38,42.31084737,99.41520873,18874.54,10380.997,11805.80878,343.4951658,2.529823086,0.019344176,36.81949509,68.44326203,114.3250518,0.5696,23.4682
585,585.4,42.3846984,94.0405519,20456.45984,11251.05291,12708.46847,365.8214671,2.531677539,0.018155424,31.3585611,66.84950375,110.5317441,0.6059,23.3312
586,586.45,42.46072152,80.57028481,13036.46653,7170.056593,7949.347202,222.1141473,2.519605762,0.025893742,77.02882514,75.77124967,132.8149253,0.7041,31.2985
587,587.51,42.53746867,72.83917022,25953.5714,14274.46427,15633.67422,428.4183109,2.536521082,0.015050588,19.50627525,62.13642436,99.75073286,0.6436,24.6781
588,588.42,42.60335537,100.9073882,26578.01082,14617.90595,16648.45512,485.7859755,2.536956858,0.014771245,18.60281852,61.66563255,98.70816414,0.6921,24.9292
589,589.31,42.66779401,94.50359823,27671.05289,15219.07909,17194.45635,495.4219792,2.537677174,0.014309504,17.16586601,60.86756063,96.95456489,0.7284,24.2672
590,590.34,42.74236907,51.55995428,18458.30138,10152.06576,10626.2438,272.4498905,2.529288125,0.019687099,38.49421272,68.88484055,115.3898286,0.656,17.6924
591,591.39,42.81839219,-2.799114966,13510.31398,7430.67269,,,2.52072637,0.025175404,71.73397697,75.06426266,130.9518586,0.5542,21.5277
592,592.33,42.88645098,114.0669574,25306.30714,13918.46893,16087.79113,480.6410697,2.536049139,0.015353116,20.51410306,62.63653461,100.8648836,0.5526,24.8379
593,593.35,42.96030201,136.8245963,23529.70246,12941.33635,15307.43106,473.6341433,2.534635187,0.016259495,23.71966444,64.07792276,104.1149633,0.6756,23.7649
594,594.37,43.03415304,105.4670551,27036.54712,14870.10091,17018.86025,500.8391172,2.537265372,0.014573479,17.97880745,61.32691305,97.96179822,0.5406,21.7788
595,595.36,43.10583198,118.8150982,30838.76949,16961.32322,19700.68241,593.2216821,2.539504574,0.013138093,13.82847088,58.7213071,92.32253385,0.621,24.8379
596,596.4,43.18113107,102.3849175,32260.14047,17743.07726,20229.61384,591.9356725,2.540219539,0.012679783,12.63979838,57.82903425,90.43201071,0.5498,19.2676
597,597.4,43.25353404,68.66657441,33474.39238,18410.91581,19994.76316,541.7374943,2.54078715,0.01231593,11.74175102,57.09738449,88.89687826,0.6652,20.4776
598,598.49,43.33245328,98.32739232,14357.0894,7896.39917,8956.911114,260.0535862,2.522563341,0.023997858,63.54243438,73.86049112,127.8199785,0.6732,15.9118
599,599.38,43.39689192,116.3969001,43728.74419,24050.80931,27854.34303,835.4273826,2.544435291,0.009977378,6.890384869,51.80580216,78.18215062,0.6965,17.3044
600,600.34,43.46639877,114.6569025,31111.12725,17111.11999,19778.26253,591.4854782,2.539646092,0.013047377,13.58804955,58.54719034,91.95202049,0.6002,19.0394
601,601.37,43.54097383,118.9203304,21822.21788,12002.21983,13935.77463,419.701876,2.533083841,0.017253948,27.56570274,65.5697037,107.5408752,0.6016,19.9982
602,602.37,43.6133768,119.8624952,28508.40738,15679.62406,18222.38422,549.6358801,2.53819547,0.013977263,16.17484979,60.27722014,95.66840101,0.6305,23.4225
603,603.34,43.68360768,118.8930108,17961.59017,9878.874591,11468.28757,345.373612,2.52862081,0.020114865,40.64677855,69.42501106,116.700603,0.6051,26.2533
604,604.37,43.75818274,136.9226686,15799.36415,8689.650283,10271.55395,317.8606556,2.525283383,0.022254242,52.49757689,71.96492992,122.9886715,0.594,22.1213
605,605.4,43.8327578,138.8067482,22506.80287,12378.74158,14657.37602,454.7785546,2.533731085,0.016839048,25.91855625,64.95804046,106.1284107,0.5728,22.7148
606,606.45,43.90878091,148.9700088,31851.4162,17518.27891,20936.3729,658.4999587,2.540019794,0.012807824,12.96539089,58.08152101,90.96491209,0.5253,22.6463
607,607.52,43.98625209,151.5567927,16568.49564,9112.672602,10915.08053,344.4460726,2.526559686,0.021436099,47.7488005,71.0236756,120.6340876,0.7028,20.7287
608,608.48,44.05575894,158.2644817,22636.58528,12450.12191,14999.21879,477.2933291,2.533849836,0.016762925,25.62299639,64.844183,105.8666861,0.7741,26.9838
609,609.43,44.12454176,184.6860475,22872.39604,12579.81782,15483.26228,507.5667283,2.534062517,0.016626591,25.09876969,64.63896804,105.395901,0.6284,27.6915
610,610.44,44.19766876,155.9670595,22607.95569,12434.37563,14948.73034,474.3489144,2.533823745,0.016779651,25.6877594,64.86924338,105.9242604,0.5648,25.5913
611,611.43,44.2693477,126.1469247,12675.71721,6971.644466,8149.661807,248.2469394,2.518702568,0.026472713,81.46347872,76.32694107,134.2918005,0.5351,20.1808
612,612.45,44.34319873,152.7635067,19022.66452,10462.46549,12541.26752,396.368452,2.530008403,0.019225383,36.24983193,68.28846572,113.9532199,0.6428,22.6235
613,613.45,44.4156017,205.3615249,29443.00854,16193.6547,20234.93972,677.0310078,2.538742732,0.013626454,15.16689033,59.63845893,94.28713935,0.6308,21.1853
614,614.43,44.48655661,169.512317,23011.9345,12656.56397,15386.8289,496.1451578,2.534186533,0.016547095,24.79611225,64.5185284,105.1201631,0.5825,22.0984
615,615.42,44.55823555,165.3951431,26990.33735,14844.68554,17984.6189,577.1705874,2.537234706,0.014593137,18.040258,61.36078674,98.0362989,0.5127,27.3263
616,616.42,44.63063852,196.509045,35016.23223,19258.92773,23907.02889,793.1339758,2.541456952,0.011886569,10.73306578,56.20568168,87.04400735,0.6037,27.8742
617,617.45,44.70521358,193.1045728,29933.79398,16463.58669,20384.26303,673.9910525,2.539017852,0.013450095,14.67491833,59.31110061,93.58340564,0.6359,24.9064
618,618.38,44.77254834,175.7466797,23842.84349,13113.56392,16019.30587,520.144996,2.534898061,0.016090987,23.10233891,63.81612966,103.5203232,0.5173,31.5268
619,619.4,44.84639937,182.1887867,27998.69933,15399.28463,18906.2708,618.1556066,2.537883277,0.014177387,16.76751294,60.63446733,96.44561952,0.6856,25.9565
620,620.39,44.91807831,194.2671775,38956.87457,21426.28101,26547.60155,878.7928017,2.542951541,0.0109285,8.676439072,54.09392877,82.73347817,0.5707,19.0622
621,621.4,44.99120531,206.7469068,32400.57153,17820.31434,22280.44525,746.4365395,2.540287128,0.012636457,12.53075901,57.74302167,90.25084079,0.5523,23.5138
622,622.38,45.06216022,188.2229541,24790.56432,13634.81038,16815.19661,553.2473716,2.535657358,0.015604258,21.374184,63.04426826,101.7783544,0.7056,25.089
623,623.33,45.13094304,194.6100066,19642.67818,10803.473,13387.02092,443.294786,2.53075691,0.01874557,34.0033428,67.65334652,112.4353169,0.5676,27.5774
624,624.36,45.2055181,187.4465639,22643.09363,12453.7015,15347.80526,504.5659662,2.533855759,0.016759129,25.60830804,64.83849046,105.8536104,0.5671,23.9704
625,625.38,45.27936913,202.7862342,26183.82391,14401.10315,17950.52668,599.1399443,2.53668393,0.014946199,19.16562246,61.96152167,99.36270427,0.6405,29.3809
626,626.44,45.35611628,122.7349253,16537.33172,9095.532447,10583.12263,320.6746034,2.526510039,0.021467924,47.92844989,71.06095649,120.7267966,0.6723,24.8379
627,627.37,45.42345104,195.9922162,18241.7873,10032.98302,12442.35228,412.5752397,2.529001241,0.019870999,39.41093976,69.11848889,115.9556774,0.7189,30.4767
628,628.37,45.49585401,161.7840073,14077.32913,7742.531021,9344.363813,298.6112758,2.521978308,0.02437288,66.08616198,74.25015874,128.8282808,0.6194,27.6002
629,629.4,45.57042907,187.5315515,26988.07842,14843.44313,18288.97816,601.3108361,2.537233205,0.0145941,18.04327005,61.36244412,98.03994487,0.6644,22.6463
630,630.31,45.63631577,226.9966483,28381.2392,15609.68156,19783.1123,674.8067703,2.538118519,0.01402659,16.31973494,60.36574894,95.86068621,0.6135,20.158
631,631.39,45.71451098,207.0603247,25447.72731,13996.25002,17494.15609,586.2579273,2.536154085,0.015285843,20.28733455,62.52618253,100.6184473,0.6063,25.9337
632,632.41,45.788362,223.199776,27967.96445,15382.38045,19443.12962,661.0587507,2.537864127,0.014189662,16.8042874,60.6562164,96.49304594,0.6884,28.4221
633,633.35,45.8564208,208.0919909,30990.66917,17044.86804,21318.21533,715.092623,2.539583776,0.013087323,13.69360257,58.62400975,92.11539298,0.7082,23.4453
634,634.34,45.92809974,210.9229141,30400.79208,16720.43564,20953.43504,704.6880984,2.539272252,0.013287018,14.22870244,59.00455432,92.92694135,0.5296,23.5823
635,635.44,46.007743,225.5385766,31016.54392,17059.09915,21593.44437,735.644047,2.539597198,0.013078719,13.6708259,58.60748356,92.0802338,0.6236,24.29
636,636.39,46.07652582,208.6919918,21218.37725,11670.10749,14599.89079,490.0065566,2.532482041,0.017639718,29.15261298,66.12536632,108.8334989,0.6404,27.235
637,637.38,46.14820476,215.8217379,25220.27568,13871.15162,17439.9344,589.124453,2.535984781,0.015394371,20.65392199,62.70396822,101.0156409,0.6819,25.8424
638,638.44,46.22495191,249.3693187,26931.42445,14812.28344,19040.38716,661.3375927,2.537195473,0.014618286,18.11905977,61.40405657,98.13151024,0.5828,23.3997
639,639.36,46.29156264,140.1858487,22974.91968,12636.20582,14946.93872,464.6467972,2.534153767,0.016568098,24.87586082,64.55040563,105.1931033,0.4816,21.0255
640,640.33,46.36179352,173.1370748,24925.6146,13709.08803,16690.21022,540.369969,2.535761348,0.015537597,21.14380804,62.9366868,101.5368844,0.5515,21.2994
641,641.35,46.43564455,230.7951557,44058.38413,24232.11127,30772.4544,1053.016235,2.544527129,0.009918507,6.787936384,51.65708891,77.89052236,0.5037,24.7009
642,642.33,46.50659946,228.4067842,32426.20212,17834.41117,22610.83388,772.1815174,2.540299407,0.012628585,12.51101029,57.72736343,90.2178797,0.6491,23.9476
643,643.34,46.57972646,169.4560755,12867.3787,7077.058286,8588.516826,276.9172733,2.519188061,0.026161499,79.0610621,76.02976893,133.5006203,0.58,24.9749
644,644.38,46.65502555,139.1197031,16636.05156,9149.828361,10808.27413,335.4968707,2.526666739,0.021367475,47.36281809,70.94309971,120.4338681,0.7053,23.2855
645,645.38,46.72742852,250.1917077,26812.37094,14746.80402,18960.04057,658.9646154,2.53711572,0.01466941,18.27989101,61.49178759,98.32470984,0.5488,25.4315
646,646.38,46.79983149,205.7263078,27041.52422,14872.83832,18557.55715,621.1205498,2.53726867,0.014571366,17.97220756,61.32326808,97.95378343,0.5138,26.3903
647,647.39,46.87295849,210.3881781,24398.6811,13419.27461,16798.92961,564.6911596,2.535349784,0.01580142,22.06443167,63.35979364,102.4884246,0.6749,22.418
648,648.4,46.94608549,223.8076501,21304.84437,11717.66441,14805.44065,503.6429029,2.532570085,0.017583279,28.91708501,66.04483514,108.6455984,0.5332,26.299
649,649.45,47.02210861,191.6325055,18924.29314,10408.36123,12850.31667,424.2607582,2.529885621,0.019304089,36.62666258,68.39113284,114.1997512,0.5954,21.2766
650,650.36,47.08799531,202.6253997,25034.97965,13769.23881,17138.37756,571.9451981,2.535844825,0.015484086,20.95996814,62.84999255,101.3425307,0.4249,23.2855
651,651.38,47.16184634,197.0008113,25497.9276,14023.86018,17382.1898,576.9451106,2.536191087,0.015262124,20.20774232,62.48715799,100.5313789,0.5449,22.9888
652,652.46,47.24004155,169.6265247,17650.66145,9707.863797,11776.41434,379.7773381,2.528186038,0.020393565,42.08751293,69.77079996,117.5445067,0.5952,24.7694
653,653.37,47.30592825,200.9238583,29246.77766,16085.72771,19993.57831,666.1466783,2.538630423,0.013698447,15.37054879,59.77087633,94.57259778,0.5657,23.7649
654,654.3,47.37326301,196.4624333,31328.09649,17230.45307,21344.74737,708.0959723,2.539757255,0.012976119,13.4009845,58.4095705,91.65972181,0.6928,28.3307
655,655.37,47.45073419,187.8822755,27741.6028,15257.88154,18777.54879,617.596429,2.53772192,0.01428082,17.07889974,60.8171379,96.84434674,0.6086,24.9292
656,656.37,47.52313716,186.7250152,24561.71302,13508.94216,16609.39279,545.6357627,2.535478807,0.015718713,21.77326576,63.22791698,102.1913058,0.7094,26.2076
657,657.31,47.59119595,224.3227961,22281.32296,12254.72763,15482.65846,526.9133741,2.533521833,0.016973184,26.44436492,65.15742306,106.5876352,0.6385,26.7555
658,658.38,47.66866713,183.0815829,21954.47382,12074.9606,14802.51771,484.4360121,2.533211693,0.017171991,27.23546405,65.45005385,107.263721,0.6707,25.9794
659,659.42,47.74396621,177.6983768,24641.40373,13552.77205,16542.32199,538.2709902,2.535541319,0.015678642,21.63303716,63.16377327,102.0469656,0.6631,20.9798
660,660.46,47.8192653,192.4496567,38304.15801,21067.2869,26010.37823,859.4519845,2.542723028,0.011074982,8.973848668,54.42851886,83.40929631,0.5455,23.9932
661,661.43,47.88949618,317.4956617,54108.1062,29759.45841,39761.21744,1446.804473,2.546840036,0.008435874,4.505534732,47.58840881,70.10234766,0.6214,21.2766
662,662.47,47.96479527,265.8151346,47490.42358,26119.73297,33882.31666,1191.413777,2.545415221,0.009349217,5.844624682,50.17169455,75.00500298,0.7232,17.5783
663,663.39,48.031406,268.6809788,35296.89231,19413.29077,25225.43122,888.8430892,2.541573236,0.011812028,10.5635083,56.04759868,86.71757738,0.5298,19.9069
664,664.35,48.10091285,243.1574945,33282.86086,18305.57347,23409.75684,809.1598696,2.540700079,0.012371744,11.87691577,57.21101151,89.13440566,0.5283,27.1893
665,665.39,48.17621194,255.299489,49007.50677,26954.12873,34734.66687,1211.926906,2.545772176,0.0091204,5.489292372,49.54901328,73.8099877,0.6319,27.4861
666,666.48,48.25513118,150.6670846,15419.08866,8480.498762,10110.97314,318.7093227,2.524610441,0.022685615,55.11180178,72.44737409,124.206848,0.6465,22.7605
667,667.41,48.32246594,165.5803536,21292.67151,11710.96933,14145.45977,454.0604066,2.532557729,0.017591199,28.95006956,66.05615255,108.6719933,0.7162,23.4225
668,668.28,48.38545652,171.9716111,20907.23601,11498.97981,13963.01074,451.4851952,2.532159843,0.017846254,30.02440059,66.41788786,109.5176428,0.6428,26.1392
669,669.36,48.46365173,207.0802129,25037.20242,13770.46133,17178.22799,575.6813063,2.535846515,0.015483003,20.95625664,62.84823448,101.3385915,0.497,22.5778
670,670.39,48.53822679,196.8376134,18120.5953,9966.327412,12338.80881,409.4811582,2.528837986,0.01997565,39.93844926,69.25048522,116.2761002,0.5608,21.1396
671,671.44,48.61424991,223.2564223,18539.1786,10196.54823,12863.98099,437.3916644,2.529393751,0.01961939,38.15997329,68.79826538,115.1805932,0.6303,19.9982
672,672.4,48.68375676,214.3283932,30872.5855,16979.92203,21288.3744,718.1644797,2.539522267,0.013126752,13.79827437,58.69960529,92.27631075,0.6181,22.6692
673,673.32,48.75036749,231.5003195,40250.68789,22137.87834,28082.82414,961.5433914,2.543384858,0.010650732,8.129031933,53.44696164,81.43422144,0.614,25.4315
674,674.38,48.82711464,236.7056621,32559.23645,17907.58005,22793.92699,783.8035173,2.540362865,0.012587907,12.40925235,57.64628845,90.04731339,0.4644,25.3173
675,675.33,48.89589746,297.6777659,37209.44944,20465.19719,27031.54066,971.4709649,2.542323729,0.011330943,9.508169255,55.0026913,84.57526199,0.5804,24.3128
676,676.26,48.96323222,247.0389871,37079.45593,20393.70076,26130.742,905.9700625,2.542274915,0.011362234,9.574774988,55.07199186,84.71652537,0.4957,27.3719
677,677.34,49.04142743,262.4129933,34203.2448,18811.78464,24335.89113,853.6096168,2.541110504,0.012108651,11.24795492,56.67085426,88.00812907,0.5843,25.2717
678,678.36,49.11527846,239.4831442,31738.50297,17456.17663,22255.6647,767.01595,2.539963803,0.012843716,13.05755919,58.15184373,91.11362459,0.8413,27.3263
679,679.36,49.18768143,226.1692131,31088.09069,17098.44988,21605.90514,736.4645121,2.539634208,0.013054995,13.60814096,58.56185835,91.98320337,0.716,25.6141
680,680.34,49.25863634,252.512973,32255.93833,17740.76608,22806.37437,794.0567805,2.540217509,0.012681084,12.6430831,57.83161379,90.43744692,0.6552,25.0662
681,681.31,49.32886722,277.6863291,33296.85781,18313.27179,23905.787,847.7096206,2.540706472,0.012367646,11.86695913,57.20268563,89.11699016,0.518,32.9879
682,682.46,49.41213063,280.648804,40658.07202,22361.93961,29240.3875,1038.998272,2.543516184,0.010566548,7.967374234,53.24754984,81.03574025,0.5023,31.1844
683,683.37,49.47801734,269.6477215,31036.72737,17070.20005,22174.42705,781.8786097,2.539607654,0.013072016,13.65309856,58.59460197,92.05283331,0.6262,32.0519
684,684.36,49.54969628,283.3256742,29232.37349,16077.80542,21054.5409,749.4997912,2.538622126,0.013703766,15.38565967,59.78063129,94.5936452,0.4732,25.9109
685,685.31,49.6184791,207.845147,38924.88339,21408.68587,26699.16059,895.3849288,2.542940501,0.010935577,8.69066864,54.11019673,82.76627533,0.6436,21.3451
686,686.29,49.68943401,290.673438,37391.43012,20565.28656,27043.60399,967.4575262,2.542391555,0.011287465,9.416088801,54.90608158,84.37852421,0.5314,19.1307
687,687.44,49.77269742,262.4944413,21221.67638,11671.92201,15093.37118,529.4491503,2.532485412,0.017637557,29.1435737,66.12228765,108.826312,0.5355,18.9709
688,688.39,49.84148024,241.2190694,31047.08667,17075.89767,21785.18245,751.8464489,2.539613016,0.013068579,13.64401327,58.58799366,92.03877838,0.5119,18.0121
689,689.43,49.91677933,126.7457389,21649.97994,11907.48897,13846.98253,422.1779832,2.532915246,0.017362022,28.00486511,65.72661641,107.9049786,0.5457,16.414
690,690.66,50.00583498,80.74741607,27248.29555,14986.56255,16425.49467,459.1418738,2.537404705,0.014484163,17.70120082,61.17242943,97.62242465,0.5586,18.3773
691,691.33,50.05434497,24.37137853,70086.29815,38547.46398,,,2.549267361,0.006879897,2.689083769,42.46477907,60.79094303,0.631,23.7421
692,692.49,50.13833242,109.7020203,35402.65024,19471.45763,22209.77066,658.5744545,2.541616626,0.011784214,10.50065769,55.98835592,86.59540343,0.5734,19.0622
693,693.39,50.20349509,147.6368119,27379.96114,15058.97863,17872.17465,561.1510254,2.537490371,0.01442925,17.53181691,61.07697537,97.41305006,0.646,19.3818
694,694.35,50.27300194,133.030338,25455.51709,14000.5344,16380.87565,504.1102025,2.536159835,0.015282157,20.27495309,62.5201219,100.6049226,0.5112,19.6557
695,695.42,50.35047312,114.033033,24643.08571,13553.69714,15534.75824,464.0919945,2.535542634,0.015677799,21.63009207,63.16242166,102.0439254,0.4531,22.1669
696,696.41,50.42215206,111.1155305,22979.72011,12638.84606,14435.64805,429.109347,2.534158022,0.016565371,24.86549655,64.54626859,105.1836354,0.5421,20.82
697,697.46,50.49817518,78.04063238,28413.37331,15627.35532,17035.62975,473.0800616,2.538138022,0.014014088,16.28294051,60.34334121,95.81199682,0.5273,20.6374
698,698.44,50.56913009,38.90232517,19880.69395,10934.38167,,,2.531033144,0.018568497,33.19615983,67.41484256,111.868481,0.5661,19.2676
699,699.44,50.64153306,90.17070757,27749.13002,15262.02151,16956.17931,484.1601951,2.537726683,0.014277768,17.06966007,60.81176569,96.83260774,0.7119,17.8979
700,700.44,50.71393603,90.68299007,28146.59003,15480.62452,17210.05619,491.9457729,2.5379749,0.014118654,16.59223905,60.53014743,96.21831284,0.6362,22.9431
701,701.39,50.78271885,37.15645055,24332.57339,13382.91536,,,2.535297026,0.015835239,22.18416445,63.41351951,102.609609,0.5351,23.354
702,702.28,50.84715749,90.01643057,25966.16131,14281.38872,15858.3472,452.6638034,2.536530053,0.015044838,19.48741471,62.12682088,99.72940542,0.465,26.1848
703,703.22,50.91521628,14.22526422,25741.42016,14157.78109,,,2.536368733,0.015148248,19.82825881,62.29895609,100.1120676,0.5679,17.6924
704,704.37,50.9984797,31.26388423,23572.21157,12964.71636,,,2.534671239,0.016236385,23.63441915,64.04218048,104.0336632,0.4095,27.1436
705,705.35,51.06943461,19.86797946,28493.43031,15671.38667,,,2.538186439,0.013983052,16.19181291,60.28762597,95.69099177,0.5347,20.5689
706,706.37,51.14328564,17.26256423,17978.21741,9888.019576,,,2.528643681,0.020100204,40.57182887,69.40668862,116.655992,0.5241,26.5501
707,707.27,51.20844831,-3.176657748,13063.61417,7184.987795,,,2.519671925,0.02585133,76.70986033,75.73005614,132.7058844,0.7789,28.6047
708,708.28,51.28157531,-4.023278866,23478.25582,12913.0407,,,2.5345914,0.016287564,23.82345134,64.1212663,104.213602,0.5725,37.7591
709,709.32,51.3568744,9.668291261,29977.63313,16487.69822,,,2.539042035,0.013434593,14.63214291,59.2821211,93.52124198,0.6266,38.0331
710,710.24,51.42348513,34.33816413,29190.84983,16054.96741,,,2.538598166,0.013719124,15.42934564,59.80877938,94.65439184,0.6287,24.9749
711,711.27,51.49806019,54.25730454,25359.18753,13947.55314,14280.7909,369.7637923,2.536088503,0.015327883,20.42886548,62.59519931,100.7725349,0.56,25.4543
712,712.18,51.56394689,93.63242599,21174.61393,11646.03766,12986.08928,373.499956,2.532437234,0.01766844,29.27291925,66.16625047,108.9289657,0.527,27.098
