Hole Depth (ft),True Vertical Depth (ft),Rate Of Penetration (ft/hr),Rotary RPM (rpm),Rotary Torque (ft-klbf),Weight on Bit (klb),Differential Pressure (psi),Inclination (deg),Gamma (API),Bit Size (In),Mud Weight (Lb/galUS)
14162,9946.28,94.7,53.2,2.7,36.3,33.3,91,43,8.5,9.4
14163,9946.27,18.9,57.1,3.1,40.2,61.12,91,40,8.5,9.4
14164,9946.25,18.5,59.4,3.7,47.6,67.33,91,41,8.5,9.4
14165,9946.23,18.5,59.5,4,53,61.68,91,42,8.5,9.4
14166,9946.21,18.3,59.4,4.9,57.7,77.54,91,40,8.5,9.4
14167,9946.2,18.5,59.7,4.4,62.8,69.28,91,40,8.5,9.4
14168,9946.17,11.5,22.6,0,65.5,43.17,91,37,8.5,9.4
14169,9946.15,13.5,79.5,0,64.6,47.77,91,41,8.5,9.4
14170,9946.14,11,59,4,65,-3,91,43,8.5,9.4
14171,9946.13,7.2,58.3,3.7,69.7,-13.61,91,41,8.5,9.4
14172,9946.1,7.8,83.9,0,69.4,-0.24,91,40,8.5,9.4
14173,9946.09,8.1,61.2,5.3,69.9,84.39,91,43,8.5,9.4
14174,9946.07,15.6,71.3,0,68.3,-28.63,91,38,8.5,9.4
14175,9946.05,15.7,42.3,13.2,67.9,21.72,91,44,8.5,9.4
14176,9946.04,14.3,61.2,4.4,69.4,5.47,91,41,8.5,9.4
14177,9946.01,13.3,82.4,0,67.2,33.78,91,40,8.5,9.4
14178,9946,14.8,61.5,4.6,61.7,106.4,91,44,8.5,9.4
14179,9945.99,17.2,61.2,5.8,53.4,97.79,91,45,8.5,9.4
14180,9945.97,23.4,59.8,4.1,53.5,104.51,91,53,8.5,9.4
14181,9945.95,24.7,61.1,4.9,53.6,78.47,91,51,8.5,9.4
14182,9945.93,24.2,60.6,6.3,54.9,82.66,91,40,8.5,9.4
14183,9945.92,23.7,61.4,4.8,57.6,73.23,91,39,8.5,9.4
14184,9945.9,21.5,60.5,4.2,62.1,88.07,91,44,8.5,9.4
14185,9945.88,18.8,60.7,4.9,66.4,121.69,91,40,8.5,9.4
14186,9945.86,20.7,62.1,4.3,64.3,208.7,91,40,8.5,9.4
14187,9945.85,20.6,61.9,4.9,60.1,192.67,91,42,8.5,9.4
14188,9945.83,23.3,62.4,3.6,58.8,165.66,91,35,8.5,9.4
14189,9945.81,23.3,60.7,5.5,53.8,206.72,91,212,8.5,9.4
14190,9945.8,22.9,60.5,5.2,45.6,205.47,91,35,8.5,9.4
14191,9945.78,22.9,60.5,5.3,37.1,183.1,91,40,8.5,9.4
14192,9945.76,22.1,61.2,5.2,29.6,216.45,91,36,8.5,9.4
14193,9945.74,19.3,61.8,6.1,22.9,212.2,91,34,8.5,9.4
14194,9945.73,21.9,60.5,4.3,21,176.66,91,44,8.5,9.4
14195,9945.71,22.6,62.6,5,19.4,177.26,91,41,8.5,9.4
14196,9945.69,21.8,61,6,16.9,209.58,91,35,8.5,9.4
14197,9945.67,54.8,63.3,15.5,10.1,187.51,91,35,8.5,9.4
14198,9945.66,88.7,62.9,17.8,13.2,201.33,91,474,8.5,9.4
14199,9945.64,87.1,62.6,17.5,15.7,242.13,91,84,8.5,9.4
14200,9945.62,84.7,62,19,16.7,277.98,91,38,8.5,9.4
14201,9945.6,81.8,62.9,17.5,16.2,282.62,91,40,8.5,9.4
14202,9945.59,84.8,61.9,18.3,15.8,307.41,91,45,8.5,9.4
14203,9945.57,84.7,62.8,16.5,16,274.94,91,47,8.5,9.4
14204,9945.55,86.2,62.4,18.1,16.8,285.94,91,44,8.5,9.4
14205,9945.53,77.5,61.9,17.5,16.9,276.75,91,45,8.5,9.4
14206,9945.52,67.8,62.1,18.7,15.2,266.93,91,40,8.5,9.4
14207,9945.49,69.8,61,20.3,15,238.84,91,35,8.5,9.4
14208,9945.48,71.1,62.7,17.3,15.4,271.36,91,117,8.5,9.4
14209,9945.46,68.6,62.6,17.5,15.6,269.83,91,27,8.5,9.4
14210,9945.44,21.3,54.4,0,20.8,-47.04,91,113,8.5,9.4
14211,9945.43,21.7,60.7,6.4,27,-19.21,91,177,8.5,9.4
14212,9945.41,22.2,60.5,5.2,38.3,13.93,91,22,8.5,9.4
14213,9945.39,22.4,60.6,5.3,48.3,30.83,91,29,8.5,9.4
14214,9945.38,20.8,60.6,4.2,58.6,46.93,91,23,8.5,9.4
14215,9945.35,12.9,76.1,9.9,64.3,55.42,91,18,8.5,9.4
14216,9945.34,10.2,60.6,3.2,67.7,61.11,91,15,8.5,9.4
14217,9945.32,9.8,60.4,3.6,67.8,63.62,91,18,8.5,9.4
14218,9945.31,15.8,61,3.7,63.4,55.66,91,126,8.5,9.4
14219,9945.29,20.1,61.5,4.6,67.6,62.36,91,13,8.5,9.4
14220,9945.26,14.3,81.6,1.9,67.2,61.67,91,18,8.5,9.4
14221,9945.25,14.4,62.1,4,67.9,61.05,91,18,8.5,9.4
14222,9945.24,14.9,60.7,3.8,67.8,61.23,91,16,8.5,9.4
14223,9945.22,15,60.8,3.2,67.9,59.47,91,18,8.5,9.4
14224,9945.2,13.6,60.2,3,67.9,31.17,91,15,8.5,9.4
14225,9945.18,12.4,6.9,11.6,68.1,44,91,457,8.5,9.4
14226,9945.17,11.6,62.7,4,67.8,36.51,91,13,8.5,9.4
14227,9945.15,11.2,61.2,4.7,67.9,37.08,91,13,8.5,9.4
14228,9945.12,9.7,17.8,0,68.5,54.04,91,17,8.5,9.4
14229,9945.12,8.6,61.2,4,67.9,21.36,91,22,8.5,9.4
14230,9945.1,7.7,61.8,2.8,67.9,20.52,91,17,8.5,9.4
14231,9945.08,9.5,60.8,2.3,67.9,26.97,91,25,8.5,9.4
14232,9945.06,9.6,60.7,3.6,67.9,23.08,91,28,8.5,9.4
14233,9945.04,7.6,61.8,4.3,67.9,-24.89,91,17,8.5,9.4
14234,9945.03,6.1,60.9,8.3,55.7,-2.84,91,21,8.5,9.4
14235,9945.01,42.1,62.7,17.8,13,161.35,91,22,8.5,9.4
14236,9944.99,49.3,63.2,16.4,12.2,138.89,91,31,8.5,9.4
14237,9944.98,48.7,62.9,17,10.9,137.75,90.8,23,8.5,9.4
14238,9944.96,49.7,63,16.4,11.2,124.68,89.7,35,8.5,9.4
14239,9944.94,49.2,62.9,16.2,12.2,152.35,89.7,39,8.5,9.4
14240,9944.93,51,63.5,15.3,11.6,132.39,89.7,40,8.5,9.4
14241,9953.08,65.8,63.4,14.2,10.3,113.36,86.8,42,8.5,9.4
14242,9953.13,68.9,62.8,17.1,13.9,159.72,86.8,40,8.5,9.4
14243,9953.19,69,62.5,17.8,16.2,214.6,86.8,53,8.5,9.4
14244,9953.24,67.2,62.5,18.2,16.6,216.07,86.8,48,8.5,9.4
14245,9953.3,67.8,62.7,17.5,16.4,256.68,86.8,48,8.5,9.4
14246,9953.35,68.8,62.8,17.9,15.7,206.6,86.8,75,8.5,9.4
14247,9953.41,60.4,63,16.9,18.6,183.93,86.8,57,8.5,9.4
14248,9953.47,58.8,63.2,15.3,19.4,192.11,86.8,59,8.5,9.4
14249,9953.52,58.6,63.2,17.1,12.9,193.19,86.8,59,8.5,9.4
14250,9953.58,69,62.9,16.9,13.2,191.11,86.8,55,8.5,9.4
14251,9953.63,69.8,63.1,15.9,14,236.46,86.8,53,8.5,9.4
14252,9953.69,69.7,62.8,15.8,15.1,231.41,86.8,56,8.5,9.4
14253,9953.75,70.4,63.1,15.9,15.6,244.44,86.8,497,8.5,9.4
14254,9953.8,73.2,62.9,16.9,16.3,247.24,86.8,51,8.5,9.4
14255,9953.86,71.5,63.1,16.3,16.5,237.6,86.8,53,8.5,9.4
14256,9953.91,72.4,63.3,16.3,17.2,249.59,86.8,57,8.5,9.4
14257,9953.97,73.1,62.9,16.9,18.3,268.08,86.8,40,8.5,9.4
14258,9954.02,72,63.4,16.7,18.9,275.89,86.8,36,8.5,9.4
14259,9954.08,71.7,62.7,17.3,18.6,274.27,86.8,36,8.5,9.4
14260,9954.14,71.4,62.9,16.5,17.9,298.21,86.8,33,8.5,9.4
14261,9954.19,71.9,63.3,16,18.3,288.28,86.8,25,8.5,9.4
14262,9954.25,71.2,63.2,16.3,18.6,299.09,86.8,31,8.5,9.4
14263,9954.3,70.9,63.1,16.7,18.3,275.36,86.8,35,8.5,9.4
14264,9954.36,72.8,62.9,17.2,18.3,274.28,86.8,35,8.5,9.4
14265,9954.42,71.4,62.4,17.3,17.9,294.95,86.8,30,8.5,9.4
14266,9954.47,70.8,62.6,17.3,17.7,293.07,86.8,35,8.5,9.4
14267,9954.52,70.5,63.1,16.7,18.4,298.86,86.8,33,8.5,9.4
14268,9954.58,67.9,62.5,17.7,18.5,317.71,86.8,35,8.5,9.4
14269,9954.67,69.5,63.5,16.8,17.9,276.34,86.8,43,8.5,9.4
14270,9954.69,66.4,62.7,18.1,18.4,296.54,86.8,202,8.5,9.4
14271,9954.75,66,62.7,17.7,18,327.36,86.8,66,8.5,9.4
14272,9954.8,65.9,62.4,17.7,18.4,302.65,86.8,59,8.5,9.4
14273,9954.86,64.6,63.1,16.6,18.3,301.2,86.8,42,8.5,9.4
14274,9954.92,64.7,62.6,17.9,18.3,364.99,86.8,42,8.5,9.4
14275,9954.97,66.7,62.5,17.3,17.3,378.89,86.8,39,8.5,9.4
14276,9955.03,67.3,62.2,18,15.6,373.62,86.8,48,8.5,9.4
14277,9955.09,67.8,63.2,17,14.8,334.59,86.8,45,8.5,9.4
14278,9955.14,68.2,62.6,17.3,17.1,308.86,86.8,44,8.5,9.4
14279,9955.2,64.3,63.1,16.7,18.8,270.93,86.8,31,8.5,9.4
14280,9955.25,63.2,63.1,16.2,16.5,258.78,86.8,44,8.5,9.4
14281,9955.31,69.1,63.5,15.9,13.5,284.34,86.8,44,8.5,9.4
14282,9955.36,70.4,62.6,17.6,15,287.04,86.8,35,8.5,9.4
14283,9955.42,70.3,62.8,17,16.3,308.34,86.8,40,8.5,9.4
14284,9955.47,67.4,62.9,16.8,17.2,296.18,86.8,38,8.5,9.4
14285,9955.53,69.3,62.8,18.1,17.1,319.83,86.8,35,8.5,9.4
14286,9955.59,68.7,63,17.2,17,356.06,86.8,44,8.5,9.4
14287,9955.64,69.8,62.6,16.8,17.1,345.63,86.8,35,8.5,9.4
14288,9955.7,66.4,63.7,15.3,12.3,218.81,86.8,26,8.5,9.4
14289,9955.75,72.5,63.6,16.5,13.5,241.27,86.8,35,8.5,9.4
14290,9955.81,72.4,63.2,16.7,15,305.54,86.8,35,8.5,9.4
14291,9955.87,78.9,63,16.7,17.2,331.69,86.8,31,8.5,9.4
14292,9955.92,78.2,62.6,16.4,18.3,368.74,86.8,35,8.5,9.4
14293,9955.98,76.4,62.3,17.8,18.7,387.86,86.8,35,8.5,9.4
14294,9956.03,79.2,63,15.8,18.6,394.72,86.8,132,8.5,9.4
14295,9956.09,81,63.1,16.2,18.6,389.14,86.8,659,8.5,9.4
14296,9956.14,81.1,63.1,16.6,18.6,345.17,86.8,40,8.5,9.4
14297,9956.2,81.1,63.1,17,19,354.59,86.8,46,8.5,9.4
14298,9956.26,76.3,62.8,17.2,18.9,349.01,86.8,53,8.5,9.4
14299,9956.31,76.9,63.1,17,18.6,354.85,86.8,48,8.5,9.4
14300,9956.37,80.4,63.1,15.6,17.9,342.23,86.8,35,8.5,9.4
14301,9956.42,80,62.6,16.9,17.8,369.32,86.8,40,8.5,9.4
14302,9956.48,79.9,63.1,16.5,18.2,350.24,86.8,40,8.5,9.4
14303,9956.54,77.4,62.4,17.4,18.3,382.71,86.8,44,8.5,9.4
14304,9956.59,81.3,62.7,17.3,18.1,358.26,86.8,51,8.5,9.4
14305,9956.65,82.3,63.2,16.7,17.7,367.54,86.8,43,8.5,9.4
14306,9956.7,81.7,62.2,17.4,17.6,369.18,86.8,407,8.5,9.4
14307,9956.76,81.4,63.2,16,18.3,360.02,86.8,44,8.5,9.4
14308,9956.81,78.1,62.9,17.3,18.7,387.3,86.8,44,8.5,9.4
14309,9956.9,74.5,62.4,18.7,20.1,396.23,86.8,44,8.5,9.4
14310,9956.93,50.1,63.2,16.2,19.9,294.34,86.8,35,8.5,9.4
14311,9956.98,45,63.4,15.2,19.4,258.29,86.8,35,8.5,9.4
14312,9957.04,64,62.5,17.9,15.3,291.18,86.8,27,8.5,9.4
14313,9957.09,78.6,62.4,17.9,18.2,332.93,86.8,31,8.5,9.4
14314,9957.15,72.1,62.5,18.3,19,353.46,86.8,27,8.5,9.4
14315,9957.21,69.5,63.1,17,18.9,355.73,86.8,23,8.5,9.4
14316,9957.26,70.4,62.4,18,18.8,361.14,86.8,26,8.5,9.4
14317,9957.32,67.8,62.2,18.1,18.7,355.12,86.8,330,8.5,9.4
14318,9957.37,65.8,62.7,17.8,19.3,362.73,86.8,26,8.5,9.4
14319,9957.43,65.6,62.8,16.5,19.4,365.37,86.8,22,8.5,9.4
14320,9957.48,67.3,62.8,17.7,18.9,399.91,86.8,18,8.5,9.4
14321,9957.54,73.6,62.4,17,18,416.28,86.8,18,8.5,9.4
14322,9957.6,74.6,62.7,16.4,19,391.17,86.8,17,8.5,9.4
14323,9957.65,65.6,63.2,16.5,19.1,375.22,86.8,18,8.5,9.4
14324,9957.71,66.7,62.8,17.8,19.2,378.39,86.8,20,8.5,9.4
14325,9957.76,67.8,62.5,18.1,19.3,424.18,86.8,18,8.5,9.4
14326,9957.82,71.8,62.6,17.2,19.1,464.2,86.8,13,8.5,9.4
14327,9957.88,71,63,17.1,19.1,436.45,86.8,14,8.5,9.4
14328,9957.93,67.5,62.9,16.4,19.1,404.47,86.8,18,8.5,9.4
14329,9957.99,68.9,62.9,17.8,19.3,379.09,86.8,18,8.5,9.4
14330,9958.04,71.8,62.4,18.2,19,382.54,86.8,22,8.5,9.4
14331,9958.1,74.7,62.3,17.9,18.9,402.84,86.8,26,8.5,9.4
14332,9958.15,73.8,62.5,17.5,18.9,410.06,86.8,25,8.5,9.4
14333,9958.21,70.9,63.1,16.8,19.4,394.95,86.8,51,8.5,9.4
14334,9958.26,60.8,62.2,17.1,17.1,308.05,86.8,20,8.5,9.4
14335,9958.32,80,64.3,14.8,2.7,44.91,86.8,307,8.5,9.4
14336,9958.38,83.4,63.1,15.4,9.4,141.81,83.8,7,8.5,9.4
14337,9964.84,80.3,62.7,18.3,16.2,240.08,83,18,8.5,9.4
14338,9966.05,63.4,62.4,17.2,19.3,300.43,83,18,8.5,9.4
14339,9966.18,63.2,62.4,16.5,19.4,326.61,83,22,8.5,9.4
14340,9966.3,66.2,62.3,19,19.1,344.24,83,26,8.5,9.4
14341,9966.42,67,62.6,17.8,19.1,347.23,83,22,8.5,9.4
14342,9966.54,72.1,63.4,15.7,19.1,380.24,83,26,8.5,9.4
14343,9966.67,51.4,63.3,16.1,20.1,302.44,83,23,8.5,9.4
14344,9966.79,45.9,63.7,15.6,21.1,238.31,83,26,8.5,9.4
14345,9966.9,52.9,63.4,15.8,20.7,272.87,83,33,8.5,9.4
14346,9967.03,79.7,62.6,18,18.5,340.53,83,35,8.5,9.4
14347,9967.15,78.6,63.1,16.7,19.5,389.16,83,53,8.5,9.4
14348,9967.27,75.2,62.5,17.9,20.4,372.65,83,44,8.5,9.4
14349,9967.39,71.9,63.2,16.7,20.3,367.33,83,53,8.5,9.4
14350,9967.51,68.4,63,17,20.3,358.27,83,40,8.5,9.4
14351,9967.64,69.4,63.1,16.2,20.4,358.5,83,44,8.5,9.4
14352,9967.76,75.4,63,17.1,20,370.78,83,44,8.5,9.4
14353,9967.88,78.1,63.3,15.5,19.9,379.24,83,536,8.5,9.4
14354,9968.01,77.6,62.7,16.5,19.8,347.4,83,42,8.5,9.4
14355,9968.13,75.4,63.1,16.3,19.4,341.88,83,40,8.5,9.4
14356,9968.25,79.2,62.5,17.9,18.6,353.34,83,35,8.5,9.4
14357,9968.37,79.2,62.6,16.9,18.1,352.28,83,42,8.5,9.4
14358,9968.49,81,62.8,16.8,18.9,351.91,83,44,8.5,9.4
14359,9968.61,80.8,62.8,17.8,19.6,339.99,83,52,8.5,9.4
14360,9968.73,78.6,63,16.9,19.6,341.88,83,779,8.5,9.4
14361,9968.86,77.1,62.5,17.5,19.7,348.3,83,40,8.5,9.4
14362,9968.98,76.5,62.6,17.6,19.6,356.92,83,35,8.5,9.4
14363,9969.1,70,62.3,18.1,19.9,346.23,83,39,8.5,9.4
14364,9969.22,68.6,62.3,17.4,20.2,317.7,83,33,8.5,9.4
14365,9969.35,68,62.7,16.7,20.1,299.64,83,31,8.5,9.4
14366,9969.46,69.7,62.7,16.4,19.5,339.43,83,32,8.5,9.4
14367,9969.59,67.2,62.2,18.6,19.8,286.33,83,245,8.5,9.4
14368,9969.71,60.5,62.3,17.9,19.7,314.82,83,297,8.5,9.4
14369,9969.83,65.2,62.9,18,19.7,316.28,83,31,8.5,9.4
14370,9969.96,66.7,62.6,16.6,19.5,302.06,83,26,8.5,9.4
14371,9970.08,69.2,62.3,17.5,19.5,315.63,83,40,8.5,9.4
14372,9970.2,69.6,62.6,17.6,19,307.41,83,40,8.5,9.4
14373,9970.32,66.3,61.9,18.2,19.3,312.77,83,40,8.5,9.4
14374,9970.46,64.4,62.5,17.2,20.1,311.05,83,31,8.5,9.4
14375,9970.63,68.6,62.8,17.1,23.4,302.75,83,30,8.5,9.4
14376,9970.69,71.1,62.8,16.8,22.3,308.56,83,31,8.5,9.4
14377,9970.81,66.7,62.2,18.5,17.8,251.25,83,11,8.5,9.4
14378,9970.93,66.5,62.8,17.2,18,298.81,83,29,8.5,9.4
14379,9971.05,72.7,62.3,17.7,18.4,325.79,83,40,8.5,9.4
14380,9971.17,60.5,62.5,17.3,18,269.94,83,181,8.5,9.4
14381,9971.29,55.8,62.5,17.4,15,260.97,83,40,8.5,9.4
14382,9971.41,57.9,63.2,16.4,14.5,256.45,83,34,8.5,9.4
14383,9971.54,59.9,62.4,17.2,15.1,242.34,83,33,8.5,9.4
14384,9971.66,59.6,63.1,16.6,15.9,263.41,83,325,8.5,9.4
14385,9971.78,61.2,62.6,17,15.8,284.6,83,622,8.5,9.4
14386,9971.9,60.4,63.1,16.5,15.4,277.45,83,40,8.5,9.4
14387,9972.03,60.1,63,17.1,15.6,283.99,83,44,8.5,9.4
14388,9972.15,59.6,62.8,16.4,15.4,272.19,83,124,8.5,9.4
14389,9972.27,58.8,62.8,17.7,16.4,279.06,83,213,8.5,9.4
14390,9972.39,60.8,62.8,16.1,16.2,325.33,83,38,8.5,9.4
14391,9972.51,61.1,63.2,16,16.1,337.34,83,51,8.5,9.4
14392,9972.63,60.5,63.1,16.4,15.5,308.22,83,22,8.5,9.4
14393,9972.76,61.1,63.3,16.5,15.2,277.07,83,42,8.5,9.4
14394,9972.88,61.7,63.2,15.7,15.9,283.18,83,48,8.5,9.4
14395,9973,60.6,63.1,16.4,15.8,276.7,83,964,8.5,9.4
14396,9973.12,60.8,62.8,16.3,15,280.33,83,22,8.5,9.4
14397,9973.24,61.4,62.9,16.6,14.5,280.8,83,44,8.5,9.4
14398,9973.37,60.9,62.6,17,14,272.4,83,43,8.5,9.4
14399,9973.49,59.5,62.6,17.2,14.3,246.08,83,45,8.5,9.4
14400,9973.61,58.4,63,16.6,14.8,246.09,83,42,8.5,9.4
14401,9973.73,58.4,63.2,15.9,13.1,222.95,83,42,8.5,9.4
14402,9973.85,61.8,62.8,16.4,11.4,180.07,83,24,8.5,9.4
14403,9973.97,60.6,63.2,16.2,12.9,216.27,83,100,8.5,9.4
14404,9974.1,61,63,16.1,14.1,253.28,83,53,8.5,9.4
14405,9974.22,59.3,63.3,17,14.4,264.6,83,-9,8.5,9.4
14406,9974.34,58.3,63.1,17,17.2,233.19,83,33,8.5,9.4
14407,9974.46,56.6,63.1,16.4,19.8,226.31,83,40,8.5,9.4
14408,9974.58,58.7,63.1,15.8,17.2,244.84,83,134,8.5,9.4
14409,9974.7,59.9,62.5,17.7,15.2,238.42,83,16,8.5,9.4
14410,9974.83,60.5,63.1,16.4,15.7,283.29,83,35,8.5,9.4
14411,9974.95,67.9,63.2,16.6,16.3,286.5,83,31,8.5,9.4
14412,9975.07,72.3,63,17.5,16.3,308.3,83,30,8.5,9.4
14413,9975.19,71.5,62.6,18.1,16.4,290.73,83,35,8.5,9.4
14414,9975.31,70,62.9,17.2,17,292.86,83,35,8.5,9.4
14415,9975.43,70.9,62.7,16.7,17.5,292.88,83,27,8.5,9.4
14416,9975.56,71.2,62.7,17.5,17.4,295.42,83,31,8.5,9.4
14417,9975.68,70.5,62.4,18.6,16.7,307.61,83,33,8.5,9.4
14418,9975.87,71.2,65.4,10.7,16.4,325.77,83,31,8.5,9.4
14419,9975.93,70.9,62.9,16.5,17.3,305.54,83,31,8.5,9.4
14420,9976.05,67.1,62.5,17.1,17.4,291.12,83,24,8.5,9.4
14421,9976.17,67.4,62.6,17.6,17.5,309.49,83,27,8.5,9.4
14422,9976.29,67.6,62.4,17.9,17.3,299.78,83,22,8.5,9.4
14423,9976.42,65.6,63.1,16.7,16.8,301.15,83,25,8.5,9.4
14424,9976.53,64.8,62.7,17.3,17.5,282.42,83,25,8.5,9.4
14425,9976.65,63.9,62.5,18.3,17.9,293.77,83,31,8.5,9.4
14426,9976.77,64.5,62.5,17.5,17.6,311.7,83,26,8.5,9.4
14427,9976.9,65.3,62.5,17.9,16.4,304.28,83,22,8.5,9.4
14428,9977.02,61.9,62.6,17.8,16.1,271.49,83,24,8.5,9.4
14429,9977.14,59.6,61.8,19.3,17.8,256.49,83,15,8.5,9.4
14430,9977.26,62.5,62.3,18,18.3,313.17,83,6,8.5,9.4
14431,9977.37,51.1,63.4,15.8,11,185.53,83.4,18,8.5,9.4
14432,9977.24,68.2,63.2,17.2,11.6,140.32,84,230,8.5,9.4
14433,9975.64,67,62.8,17.7,15.4,193.59,84,722,8.5,9.4
14434,9975.74,66.3,62,17.4,17,247.89,84,54,8.5,9.4
14435,9975.85,65,62.5,18.1,16.8,269.81,84,22,8.5,9.4
14436,9975.95,65.5,62.5,18.2,16.4,286.57,84,2,8.5,9.4
14437,9976.06,63.9,62.8,16.5,16.6,263.64,84,26,8.5,9.4
14438,9976.17,58.6,62.6,17.4,19.2,255.89,84,29,8.5,9.4
14439,9976.26,48.8,63.2,16.6,19.7,222.99,84,26,8.5,9.4
14440,9976.42,49.8,58.8,24.9,14.7,236.06,84,24,8.5,9.4
14441,9976.47,56.5,62.9,16.6,15.1,254.61,84,31,8.5,9.4
14442,9976.58,58.6,62.4,17.9,15.4,260.23,84,22,8.5,9.4
14443,9976.68,58.4,63.2,15.6,15.5,274.36,84,28,8.5,9.4
14444,9976.79,58.6,62.7,17,16,257.58,84,26,8.5,9.4
14445,9976.89,58.2,62.9,16.1,16.6,258.41,84,35,8.5,9.4
14446,9977,59.3,62.7,17.4,17,276.5,84,32,8.5,9.4
14447,9977.1,59.3,62.9,17,16.7,269.35,84,35,8.5,9.4
14448,9977.21,58.1,63,16.3,16.8,273.19,84,-999.25,8.5,9.4
14449,9977.31,59.1,62.9,16.5,17.4,267.06,84,-999.25,8.5,9.4
14450,9977.41,60,62.9,16.9,18.1,279.94,84,-999.25,8.5,9.4
14451,9977.52,60.7,62.9,17.5,17.2,301.61,84,-999.25,8.5,9.4
14452,9977.63,59.2,63.2,16.1,16.8,296.44,84,-999.25,8.5,9.4
14453,9977.73,58.8,63,16.9,17.6,314.92,84,50,8.5,9.4
14454,9977.83,58.4,62.4,17.7,17.8,298.42,84,40,8.5,9.4
14455,9977.94,59.4,62.9,16.3,17.7,308.91,84,53,8.5,9.4
14456,9978.04,57.9,62.8,17.4,17.1,311.37,84,48,8.5,9.4
14457,9978.15,58.8,62.9,17.2,16.8,351.99,84,57,8.5,9.4
14458,9978.25,58.8,62.7,16.7,17.3,359.21,84,59,8.5,9.4
14459,9978.36,59.6,62.3,17.6,17,353.7,84,61,8.5,9.4
14460,9978.46,59.9,62.8,16.1,16.5,340.17,84,169,8.5,9.4
14461,9978.57,59.6,62.7,17.1,15.3,320.13,84,57,8.5,9.4
14462,9978.67,58.2,62.6,16.9,14.9,300.41,84,56,8.5,9.4
14463,9978.83,57.7,64.5,12,14.6,292.05,84,58,8.5,9.4
14464,9978.88,57.4,62.8,16.8,15.4,291.54,84,-9,8.5,9.4
14465,9978.98,56.8,62.4,17.4,15.6,285.42,84,48,8.5,9.4
14466,9979.09,57.9,63.1,17.4,15.5,302.76,84,63,8.5,9.4
14467,9979.19,58.6,62.7,16.4,14.1,311.18,84,268,8.5,9.4
14468,9979.3,58.9,62.9,17.1,14.1,306.36,84,74,8.5,9.4
14469,9979.4,59.6,62.3,16.9,14.9,306.61,84,73,8.5,9.4
14470,9979.5,55.8,62.7,17.3,19.6,300.46,84,892,8.5,9.4
14471,9979.61,54.9,63,16.2,19.6,284.52,84,494,8.5,9.4
14472,9979.72,60.8,62.7,16.8,14.5,298.19,84,83,8.5,9.4
14473,9979.82,58.7,63,16.1,14.2,309.51,84,379,8.5,9.4
14474,9979.92,59.9,62.8,17.8,14.9,319.65,84,168,8.5,9.4
14475,9980.03,59.3,62.4,17.7,14.9,318.12,84,92,8.5,9.4
14476,9980.13,58.1,63,16.1,14.3,307.42,84,89,8.5,9.4
14477,9980.24,60.2,63,16.8,14.2,303.3,84,79,8.5,9.4
14478,9980.34,61.1,63.1,17,14,299.29,84,79,8.5,9.4
14479,9980.44,62.4,63.2,15.7,14,304.34,84,568,8.5,9.4
14480,9980.55,63.3,63.1,16,13.9,291.99,84,988,8.5,9.4
14481,9980.66,62.7,63.5,15.7,12.4,277.87,84,-999.25,8.5,9.4
14482,9980.76,63.2,63.7,15.5,11.4,306.96,84,-999.25,8.5,9.4
14483,9980.86,64.9,63.2,15.6,10.4,290.59,84,-999.25,8.5,9.4
14484,9980.97,64.7,63.4,15.9,10,267.27,84,-999.25,8.5,9.4
14485,9981.08,64.3,63.2,16.5,9.9,230.48,84,-999.25,8.5,9.4
14486,9981.18,63.5,63.4,16.5,9.7,189.83,84,-999.25,8.5,9.4
14487,9981.28,62.7,63.6,15.3,9.6,215.61,84,-999.25,8.5,9.4
14488,9981.39,60.7,63.2,16.6,9.7,235.51,84,-999.25,8.5,9.4
14489,9981.49,60.2,63.1,15.4,10.8,233.46,84,-999.25,8.5,9.4
14490,9981.59,59.8,63,16.3,11.9,260.44,84,-999.25,8.5,9.4
14491,9981.7,58.5,63,16.2,12.4,244.61,84,-999.25,8.5,9.4
14492,9981.81,59.2,62.8,16.5,12.2,258.01,84,-999.25,8.5,9.4
14493,9981.91,57.6,63.1,16.4,12.9,248.43,84,-999.25,8.5,9.4
14494,9982.07,57.6,63.6,18.5,15.6,315.33,84,-999.25,8.5,9.4
14495,9982.12,56.6,62.5,18.2,14.5,281.65,84,-999.25,8.5,9.4
14496,9982.22,57.2,62.5,16.8,14.8,282.83,84,-999.25,8.5,9.4
14497,9982.33,55.5,62.7,18.1,14.6,276.76,84,-999.25,8.5,9.4
14498,9982.43,56.3,62.9,16.8,14.8,318.52,84,-999.25,8.5,9.4
14499,9982.54,56.3,63.3,16.5,15,311.89,84,-999.25,8.5,9.4
14500,9982.64,56.4,63,16.2,15.6,296.02,84,44,8.5,9.4
14501,9982.75,57.6,62.4,18.3,16.5,305.38,84,44,8.5,9.4
14502,9982.85,55,62.8,16.4,19.6,306.4,84,44,8.5,9.4
14503,9982.95,59.2,62.9,16.8,15.9,229.97,84,44,8.5,9.4
14504,9983.06,60.1,62.8,16.9,12.8,257.92,84,44,8.5,9.4
14505,9983.16,57.2,63.1,16,14.8,323.49,84,44,8.5,9.4
14506,9983.27,57.2,63,16.8,14.9,356.45,84,44,8.5,9.4
14507,9983.37,58.1,62.9,15.8,14.9,332.19,84,35,8.5,9.4
