Hole Depth (ft),True Vertical Depth (ft),Hydrostatic Pressure (psi),Confined Pressure (psi),Mechanical Specific Energy (psi),Unconfined Compressive Strength (psi),Confined Compressive Strength (psi),Young modulus (GPa),Bulk Density (g/cc),Porosity (fraction),Permeability (nD),Compressional wave (microsec/ft),Shear wave (microsec/ft),Gamma (API)
6885,6743.8,534.0465663624,1201.1538718931142,68247.54291017089,37536.14860059399,63751.00522090064,2997.320652127727,2.5482118989814144,0.007556475011913833,3.4097516916013477,42.991232170377934,61.72341507909931,218.9
6886,6744.8,534.1257571104,1182.628157793257,65369.94724442568,35953.47098443413,60513.700901368924,2836.610789362456,2.54788446210701,0.007766370444224604,3.654620752066479,43.84427774477142,63.24591730569181,263.5
6887,6745.8,534.2049478583999,1191.3349857705427,65462.81413191589,36004.54777255374,60855.17956374089,2856.650743473946,2.5478953960856954,0.007759361483528888,3.6462777699431297,43.81616630606709,63.19551497708025,288.7
6888,6746.8,534.2841386064,1189.6746529056857,67342.70361338854,37038.4869873637,62549.81684325408,2935.4114584963168,2.5481114084848,0.007620891996923174,3.4838105782502766,43.25552663522683,62.19358864363194,344.9
6889,6747.8,534.3633293544,1199.5511605536856,71447.86083507011,39296.323459288564,66678.69767649882,3134.1631123576217,2.548550512607537,0.007339414995168816,3.16724784988222,42.083776081276206,60.11946030738951,248.0
6890,6748.8,534.4425201024,1222.1441856473998,76582.25625020513,42120.24093761283,72244.36645700276,3407.9972829532344,2.549044866210601,0.0070225216598713,2.8324430510414493,40.70956927591422,57.72071714300448,310.0
6891,6749.8,534.5217108503999,1269.0205604861144,77031.51419628283,42367.332807955565,74268.96637480405,3528.993945223152,2.54908554463244,0.006996445748435925,2.8058960435001206,40.59374343178437,57.52017858841194,329.4
6892,6750.8,534.6009015983999,1333.1022234726859,102434.48158363822,56338.96487100102,101625.0893041328,4874.893262481061,2.5508950109627846,0.005836531434112348,1.7733765156685923,34.95000527854519,48.04613710319624,397.2
6893,6751.8,534.6800923464,1231.6492198978285,92899.26501219158,51094.59575670537,88021.6529462481,4158.462532520382,2.5503112581413516,0.0062107319606720356,2.075465747367281,36.884810346895684,51.229741758328586,379.8
6894,6752.8,534.7592830944,1221.541200522257,99210.28726288602,54565.657994587316,93549.84494041598,4412.625248901578,2.550707915980796,0.005956464114874274,1.8670747248685486,35.58330585235563,49.08100359540105,372.0
6895,6753.8,534.8384738423999,1266.2481694759713,81194.20355790613,44656.811956848374,78171.7279722904,3712.874832837931,2.549444828911642,0.006766135313050103,2.5779506234747966,39.551580135448425,55.72711500320969,403.0
6896,6754.8,534.9176645903999,1261.608652492543,81299.31085962823,44714.62097279553,78103.4985259542,3707.0124705619664,2.549453509929552,0.006760570557979679,2.5725871014751918,39.52596270689928,55.68329455721098,507.6
6897,6755.8,534.9968553383999,1264.7869945048285,74813.93771695094,41147.66574432302,71975.48289279598,3417.8154347039113,2.5488808826174645,0.007127639347778994,2.940997986786171,41.17216744491135,58.52418186617546,507.6
6898,6756.8,535.0760460864,1277.8626260385429,78927.85705065173,43410.321377858454,76385.3688377533,3634.414870113368,2.5492530626871233,0.006889062380049036,2.6981614902188293,40.11216679903462,56.68909255525959,503.8
6899,6757.8,535.1552368344,1286.269536151543,106553.29567940041,58604.31262367023,103510.73263432016,4931.263306396992,2.5511204562024736,0.005692015254824712,1.6643252440412224,34.16937362007261,46.78001156100607,465.0
6900,6758.8,535.2344275823999,1266.6441232159714,87281.64477452487,48004.90462598868,84032.56258831629,3991.4836611535243,2.549919171750524,0.006462069390689576,2.294705250234139,38.11996971392665,53.296748277043044,478.6
6901,6759.8,535.3136183304,1293.3160312639714,96609.79307995774,53135.38619397677,94142.85691778226,4489.69833044899,2.5505496097878773,0.0060579424436682915,1.9486456330867736,36.10927807892065,49.945784433689184,554.1
6902,6760.8,535.3928090784,1308.7210248769713,78493.42106317822,43171.38158474802,77014.7222113962,3681.238629066804,2.549215270869925,0.006913287903894225,2.722243519352479,40.221462248337176,56.877328635154036,740.1
6903,6761.8,535.4719998264,1271.5804086671142,75677.71686324308,41622.7442747837,73017.41439176499,3470.8715475963954,2.548961767631768,0.0070757899796357136,2.8871445276818184,40.94484951908696,58.128857226739086,629.7
6904,6762.8,535.5511905743999,1250.6453543908285,75773.02469560807,41675.16358258444,72405.41433625092,3430.793313045356,2.5489705998558927,0.007070128297504977,2.8813004418534955,40.919926774715876,58.08557417439891,519.3
6905,6763.8,535.6303813223999,1265.1305998866858,73635.71207302691,40499.6416401648,70832.53274374476,3363.7174737768755,2.548768056411806,0.007199963838586113,3.0171260982058037,41.48650554984041,59.072462547737054,414.6
6906,6764.8,535.7095720704,1275.4069980204,72113.86105842638,39662.62358213451,69692.84210573901,3314.756290802231,2.5486178771290793,0.0072962326095645956,3.1202895813355034,41.90004719210977,59.79665824891955,310.0
6907,6765.8,535.7887628184,1275.2362572148286,80289.66824402726,44159.31753421499,77585.33503991143,3690.046758235749,2.54936935420951,0.006814516532365328,2.624867437950568,39.7734199700618,56.10709714846456,297.4
6908,6766.8,535.8679535663999,1237.1658956256858,74646.51719834155,41055.584459087855,70871.26912616631,3351.0993300157193,2.54886502823136,0.007137802415794847,2.951624516199724,41.21653047301475,58.601447396041465,284.8
6909,6767.8,535.9471443143999,1218.2302937779714,70464.62605540905,38755.544330474986,66302.33038381535,3125.7608294849015,2.548449160710935,0.007404384159657043,3.2386990668574462,42.358174869083236,60.60277938305904,272.2
6910,6768.8,536.0263350623999,1229.8863140873998,67422.97722457723,37082.63747351748,63789.442473918076,3012.8136425505613,2.548120412714035,0.007615120055105814,3.4771354070650333,43.23193640606323,62.151566361448985,259.6
6911,6769.8,536.1055258104,1229.7955513789714,79028.24051805436,43465.5322849299,74763.2829524072,3531.0645220671013,2.549261746733978,0.006883495683347387,2.6926460489293755,40.086997885242475,56.64577659664913,264.3
6912,6770.8,536.1847165583999,1254.8279084355431,79991.92726255974,43995.55999440786,76562.65378883135,3630.1097824295466,2.5493442055169107,0.00683063748915978,2.6406142631352387,39.84698883842995,56.23331278821898,268.9
6913,6771.8,536.2639073064,1249.3486214321144,71114.07850300072,39112.7431766504,67890.13166580787,3216.2025374263735,2.548516363405713,0.007361305509158364,3.191214721016254,42.176501576427654,60.28262161720602,273.6
6914,6772.8,536.3430980544,1250.207598627257,76141.26083777992,41877.69346077896,72715.75282790787,3445.2658045061717,2.549004554430476,0.007048362544566753,2.85890012072887,40.823927651904185,57.918963519501716,278.2
6915,6773.8,536.4222888024,1249.0671233938285,77377.62847453861,42557.695660996236,73854.61880915021,3498.6101481286014,2.5491166200819384,0.006976525588501041,2.785717804916635,40.50496941951219,57.3666482483209,282.9
6916,6774.8,536.5014795504,1228.1820554282574,73560.34995896723,40458.19247743198,69524.46771863093,3282.8054643689984,2.548760739288598,0.007204654302180661,3.0221039174992947,41.50678216865861,59.10789459558887,284.2
6917,6775.8,536.5806702983999,1224.6322400184,81693.93191809769,44931.662554953735,77079.28394825596,3637.5002929831057,2.549485939261579,0.006739782524628955,2.552610543551667,39.43007782823001,55.51938447435942,285.5
6918,6776.8,536.6598610463999,1256.3227736621145,81383.33808554907,44760.83594705199,77931.17452303327,3695.8436369123406,2.5494604367069393,0.006756130316064667,2.5683122742435915,39.50550686083903,55.64831209746676,286.8
6919,6777.8,536.7390517944,1244.5152197222571,81182.8810224017,44650.58456232094,77311.06074999172,3659.772949266419,2.549443892664293,0.00676673547160736,2.578529482797171,39.554341715073924,55.73183960903316,280.3
6920,6778.8,536.8182425424,1244.474443324543,76424.5878605037,42033.52332327704,72775.62740036409,3445.0515768683977,2.5490304973152136,0.007031732490247956,2.84185645117881,40.75037983512761,57.791436068633544,273.8
6921,6779.8,536.8974332903999,1209.7831563396858,72604.14654001505,39932.28059700828,68009.29751619024,3201.9402963528014,2.5486668215354906,0.0072648579900701825,3.0864373587670015,41.765873695622076,59.56133325756189,267.4
6922,6780.8,536.9766240383999,1210.6921198455427,73817.85721732471,40599.82146952859,69173.72127535276,3257.2335777930584,2.5487856909220596,0.0071886596653465305,3.005149779679708,41.43758389412923,58.98700756726949,259.6
6923,6781.8,537.0558147863999,1219.0290491235428,74855.8988493556,41170.744367145584,70423.81861215532,3320.4836573104835,2.5488848471585013,0.007125097975319767,2.9383443444919592,41.161064158453705,58.504849522373505,251.9
6924,6782.8,537.1350055344,1217.1687710158285,74428.85113970209,40935.868126836154,69957.34972618749,3297.519575590633,2.5488443284993254,0.007151071474791581,2.9655335909030915,41.27435655245391,58.702217319081214,244.1
6925,6783.8,537.2141962823999,1221.6967434174,71778.9962396574,39478.44793181157,67609.77324085221,3189.143806856531,2.5485841340737188,0.007317862773257191,3.1437580538905374,41.9922129688616,59.958507320238056,236.4
6926,6784.8,537.2933870304,1208.9594440982573,73360.34728079203,40348.19100443562,68677.42099903882,3232.9720310877974,2.5487412608556106,0.007217140477172558,3.035379248370273,41.56069494736977,59.20214187692484,228.6
6927,6785.8,537.3725777784,1227.5035780241144,73158.85318196441,40237.36925008043,69094.34283188498,3262.1486358995894,2.548721549121313,0.0072297762042866885,3.048849435204775,41.61515858978219,59.29740866740678,225.7
6928,6786.8,537.4517685264,685.5512099106857,280827.59363855893,154455.17650120743,187702.13987898303,7921.473591382426,2.5552058072081723,0.0030732005075821407,0.3496810280378717,14.979360820547528,18.626498792467665,222.8
6929,6787.8,537.5309592744,830.7906469729713,180988.9916644073,99543.94541542402,136101.98878554258,5960.381020247416,2.55366047936619,0.0040637952780835625,0.7092875781028585,23.678464293511528,30.72110882906145,219.9
6930,6788.8,537.6101500223999,969.6518307881144,117729.2290359627,64751.075969779486,96947.28865057774,4373.94527169089,2.5516662440350637,0.0053421512595746515,1.4174286365404416,32.19428392502614,43.622547222565416,217.0
6931,6789.8,537.6893407704,688.3080922146858,72240.48887436418,39732.2688809003,48398.325452777186,2044.1030549864863,2.5486305702221004,0.007288096011474132,3.111488990862462,41.865306539707674,59.73569388017334,210.8
6932,6790.8,537.7685315184,677.8401714019714,1951.4052671932534,1073.2728969562895,1294.4462343461607,54.509802049321145,2.4469521776211165,0.07246655280697682,1042.3163451606395,113.37918601643517,266.19106684230815,204.6
6933,6791.8,537.8477222664,670.6413553099715,17823.961755008248,9803.178965254538,11740.797521322223,493.395411115952,2.5323124520234015,0.017748428190127365,29.609541591843794,69.57732551810503,117.07186386616691,198.4
6934,6792.8,537.9269130143999,673.9696562544,13142.202396708006,7228.211318189404,8684.145460808382,365.29076214227933,2.5263914133334597,0.021543965811884905,48.35935007710117,75.61128807116651,132.39183909991664,192.2
6935,6793.8,538.0061037623999,633.240022935257,2369.4532074343388,1303.1992640888864,1501.8099650715799,62.41838346086996,2.4600812530775826,0.0640504787964212,762.5763575696432,109.53543450176647,248.5444690852931,186.0
6936,6794.8,538.0852945104,629.8101746711143,11327.57274341042,6230.1650088757315,7152.186927018751,296.94916559080957,2.523060403184234,0.023679228728055425,61.42848725610637,78.55364034306544,140.3228277812893,183.4
6937,6795.8,538.1644852584,621.0417884226856,1099.893006394841,604.9411535171625,687.6413458961955,28.47295371909439,2.3972112780500363,0.10435174483972036,2623.382177093955,124.73239106029907,326.2785429312145,180.8
6938,6796.8,538.2436760063999,616.9421235949713,1022.207060234313,562.2138831288722,636.0253522277317,26.30213321640803,2.3894481366982734,0.10932811750110707,2951.7204046869347,126.18286301931911,334.95824814229564,178.3
6939,6797.8,538.3228667543999,608.3936771136856,11200.31161898331,6160.171390440822,6898.720843996637,284.5234152945227,2.522794011592973,0.023849992568607113,62.55603830590324,78.77736743895863,140.93900609658988,181.2
6940,6798.8,538.4020575023999,598.6855482238285,1207.4477357950288,664.096254687266,734.8782687130268,30.21477460094472,2.4065895553830745,0.09834002860059332,2257.5195480973475,122.88494720955528,315.5832700127728,184.1
6941,6799.8,538.4812482503999,595.9155192611142,10154.193905311142,5584.806647921128,6157.941336473038,252.95984679221638,2.520399863218483,0.025384703065074846,73.2531930661496,80.71904641418213,146.36740289154653,187.0
6942,6800.8,538.5604389984,581.7386141933999,987.2307800300166,542.9769290165092,587.5563875582935,24.02434820758848,2.3856295418678624,0.11177593470008826,3121.8879565066086,126.87227928513263,339.1744784040563,189.9
6943,6801.8,538.6396297463999,578.6686673664,9054.468661117098,4979.957763614404,5365.311671934174,219.15654083181929,2.5174050272327015,0.027304469722627376,88.09914980228174,82.9889157653589,152.90262147440515,192.8
6944,6802.8,538.7188204944,591.9642386672572,8471.305978721924,4659.218288297059,5109.871544655647,209.6377840037892,2.515562792499693,0.028485389423273607,98.06596604600738,84.30720735001391,156.79550396403084,195.7
6945,6803.8,538.7980112424,595.9023726024,1809.2578228686198,995.091802577741,1096.753010789154,45.05292915095955,2.441381370546111,0.07603758298326231,1177.2811194190579,114.87687006201311,273.4029216486135,198.6
6946,6804.8,538.8772019904,597.7110897011142,9204.362310017368,5062.3992705095525,5591.796761939165,229.83654002273292,2.517847513580542,0.027020824627858053,85.80091074058868,82.66378457223536,151.95366684086014,201.5
6947,6805.8,538.9563927383999,590.732213376257,1255.8475195983372,690.7161357790854,756.0778826747056,31.0064355850702,2.410376669474692,0.09591239136237671,2119.106148443484,122.10669302222492,311.1936783785449,199.6
6948,6806.8,539.0355834863999,589.3018175406856,1186.1385009447015,652.3761755195859,712.6977876241657,29.213792285728704,2.4048423913295327,0.09946000555799171,2323.1691391951977,123.23753629825148,317.5942597864199,197.6
6949,6807.8,539.1147742344,587.1716133551142,1173.3481118797831,645.3414615338808,702.9515946373976,28.79420148399901,2.4037688250756064,0.10014818905409845,2364.0742626188244,123.45222496020298,318.8256313642779,195.7
6950,6808.8,539.1939649824,595.1986275066856,1358.8713503199838,747.3792426759911,822.581189951183,33.782682384058084,2.4176944729652625,0.09122149168893408,1866.496587763922,120.5454295242863,302.5864697358803,193.8
6951,6809.7,539.2652366555999,600.0485904841714,1415.4683912862859,778.5076152074573,862.0216009182799,35.45784384274949,2.4213401640350116,0.08888451023396712,1747.8199830129702,119.73738934272068,298.2328204955665,186.0
6952,6810.7,539.3444274035999,572.6353103393142,1248.3622081391045,686.5992144765075,732.597160538357,29.864003489637952,2.4098066984414794,0.09627775740930797,2139.599617916794,122.22507322744197,311.85705739151484,178.3
6953,6811.7,539.4236181516,547.3714415551714,1277.8760835981943,702.831845979007,718.1929444435464,29.023497303309334,2.4120222724094558,0.0948575176862464,2060.6060435480317,121.76236171567093,309.2728322014831,170.5
6954,6812.7,539.5028088995999,561.4867883517428,1687.814618294817,928.2980400621494,973.2544175985223,39.524342066904595,2.436021991292307,0.07947308250493132,1316.6194545672734,116.25275425440056,280.2046710972718,162.8
6955,6813.7,539.5819996475999,611.6922514840285,883.6838023856625,486.02609131211443,545.6183696706883,22.526343650377893,2.3728980262963164,0.11993716263056653,3731.546980357428,129.0664282503876,352.9999501046871,158.1
6956,6814.7,539.6611903955999,587.8080048756,951.8882094683861,523.5385152076124,570.3436186909729,23.36720739766326,2.381539325049467,0.11439786855803388,3310.5987595052097,127.59418484791654,343.65391400361267,153.4
6957,6815.7,539.7403811436,595.2851696093143,1134.3530499489625,623.8941774719294,686.267481318661,28.185188092221612,2.4003741175416247,0.10232428362716356,2496.2745578295835,124.12150828372867,322.6982970921439,148.8
6958,6816.7,539.8195718915999,662.0261043258856,1557.4400367268515,856.5920201997684,1015.2487885423681,42.55871404478874,2.4295183064574433,0.08364211124522855,1498.5374570099286,117.8446571378299,288.29396118299263,144.1
6959,6817.7,539.8987626395999,661.1155661217427,13005.753349958051,7153.164342476929,8469.664987326621,354.94995561144486,2.526167584390445,0.021687445903561087,49.17876065058885,75.81795706465667,132.93863482653222,139.5
6960,6818.7,539.9779533875999,731.4855069961712,12608.070418409925,6934.438730125459,8759.415908316925,374.31449088938103,2.5254927247707033,0.022120048223907864,51.69996060711185,76.43290175026662,134.57467610445292,144.7
6961,6819.7,540.0571441356,592.5727621720285,319788.9734401309,175883.935392072,192713.33057843262,7907.829111049134,2.555586023492352,0.0028294721202873235,0.2836842089663302,12.406679929679283,15.240010189080996,149.8
6962,6820.7,540.1363348836,848.9017761657428,140646.58474559474,77355.62161007711,106932.90311573503,4702.456327322547,2.5525575996496515,0.0047707694553515536,1.0644962297083893,28.67224562377465,38.15037782221365,155.0
6963,6821.7,540.2155256315999,948.5636951187428,172245.1084135632,94734.80962745976,139807.37407221043,6280.996568907627,2.5534576501051394,0.00419381403516691,0.7681460887690317,24.65901278007893,32.15053255416451,152.2
6964,6822.7,540.2947163795999,994.880223277457,171649.00882919657,94406.95485605812,143253.75502591697,6495.194194414549,2.5534432092053723,0.0042030710221974445,0.7724452284975337,24.72766160770315,32.2511338607864,149.3
6965,6823.7,540.3739071275999,977.8840902854572,158055.26033447037,86930.3931839587,130582.09016290204,5901.038324482958,2.5530899578140556,0.004429514221759262,0.8821743610411314,26.361464076703175,34.66599224962853,146.5
6966,6824.7,540.4530978756,963.5972153341713,101331.84521597161,55732.51486878439,82997.12170197286,3740.044604138096,2.5508321231918254,0.0058768441078045856,1.8045456522416188,35.164315434521455,48.39556165957638,143.6
6967,6825.7,540.5322886235999,963.4664635771713,90593.54575386392,49826.45016462516,74192.32467315962,3343.192459023784,2.5501551446885045,0.006310804686856195,2.161164054087211,37.38248881412706,52.05930536638337,140.8
6968,6826.7,540.6114793715999,956.8074996408857,96998.83626637385,53349.359946505625,79112.38948388238,3560.1376025871127,2.550573734138406,0.0060424781164064465,1.9360785900836572,36.02969654509656,49.81462947646221,137.9
6969,6827.7,540.6906701195999,947.3393050424571,89470.18557773493,49208.60206775421,72544.64833098685,3258.3356474872107,2.5500767080057956,0.006361084611669387,2.205015726224598,37.62956849421896,52.472798448113785,135.1
6970,6828.7,540.7698608675998,938.2610036676,87434.46874695818,48088.95781082701,70491.44190936167,3160.249724952956,2.549930381615518,0.00645488357979608,2.288251608514763,38.08532816900332,53.238402583823785,132.3
6971,6829.7,540.8490516155999,926.6733894948857,85208.20430498842,46864.512367743635,68193.85777039998,3049.936589872046,2.549763841191373,0.006561640261940666,2.385265711403047,38.59605807616216,54.10081607330985,129.4
6972,6830.7,540.9282423635999,911.7166979800285,82878.23853333063,45583.03119333185,65694.16869823486,2928.9456283727754,2.5495817439224058,0.0066783692805092,2.494143823986585,39.14507191360654,55.033184976589176,126.6
6973,6831.7,541.0074331115999,910.2263185715998,82461.8697980616,45354.02838893388,65297.861208474475,2910.3592344395647,2.549548318361115,0.006699795922362323,2.5144493819158362,39.2448050390152,55.20315203334617,123.7
6974,6832.7,541.0866238596,899.7583977588856,85468.72920031191,47007.80106017155,67215.64081261336,2989.1689563881714,2.5497836965307883,0.006548912480264022,2.3735713789961985,38.53560570314342,53.998489198584906,120.9
6975,6833.7,541.1658146075999,953.3929218061713,89083.40916084695,48995.87503846583,72479.92739875853,3259.424997324492,2.550049328008157,0.0063786358922070805,2.2204487098795167,37.71535731229103,52.616624148933504,118.1
6976,6834.7,541.2450053555999,956.5012829834571,85757.40983847219,47166.575411159705,69903.63817595282,3145.5405456462645,2.54980558237491,0.00653488309300645,2.3607213891742806,38.4688348966676,53.88554462839455,115.2
6977,6835.7,541.3241961035999,949.9023026200285,91080.45047156198,50094.247759359096,73938.39105234951,3322.6640271539304,2.550188649612445,0.006289327171509922,2.142594639789673,37.276345933320705,51.88200870870947,112.4
6978,6836.7,541.4033868515999,1024.3711209730284,90992.41180815788,50045.826494486835,77195.74785774699,3519.840060542154,2.550182613216529,0.00629319665607108,2.1459330301551316,37.29549584927662,51.91398104276733,112.4
6979,6837.7,541.4825775996,1037.6666922738857,78680.66105542974,43274.36358048636,67251.65630446812,3074.051943783144,2.5492316008341676,0.0069028199780978424,2.7118217144924266,40.17428240388913,56.79604485778883,110.4
6980,6838.7,541.5617683475999,1037.7458830218857,83845.19492148617,46114.857206817396,71665.99970059347,3275.8783328324885,2.549658320553705,0.006629281696343216,2.4479994712616024,38.915375756928334,54.64242856006922,108.5
6981,6839.7,541.6409590955999,1024.3887534498856,83784.28930903431,46081.359119968874,71071.64906747223,3240.6145912307948,2.549653539919995,0.006632346205131681,2.450864988556619,38.92976525159662,54.666879349062064,106.6
6982,6840.7,541.7201498435999,1040.673506131457,86095.71154905538,47352.64135198046,73704.04969634421,3370.8668118130036,2.5498310772705715,0.006518540211172172,2.345805568226017,38.39087236246138,53.753771691601905,104.6
6983,6841.7,541.7993405915998,1016.6592951151714,88861.85868171969,48874.02227494583,75039.52491921876,3416.5480627519237,2.5500335566193355,0.006388745756836124,2.229367968307955,37.764666187099934,52.69935081717055,102.7
6984,6842.7,541.8785313395999,1027.5955125503142,89518.35811592374,49235.09696375806,76064.02189519063,3470.337478131507,2.55008010459364,0.006358907311769304,2.2031057473355005,37.61890958107678,52.45493792568607,100.8
6985,6843.7,541.9577220875999,1051.8080941111714,84066.80260663426,46236.741433648844,72405.56412195464,3318.275060192461,2.5496756672604284,0.006618162012545919,2.4376188592527033,38.86310702562252,54.55364489895855,98.8
6986,6844.7,542.0369128356,1058.3055271548856,86325.72569386191,47479.14913162406,74615.31501859585,3423.6040993281235,2.549848318061245,0.006507488422278971,2.3357512204412005,38.33803974123451,53.66453639516972,96.9
6987,6845.7,542.1161035836,1057.5249533586,83692.22206727054,46030.722136998804,72304.7885747622,3317.117874479847,2.549646302529274,0.006636985558157602,2.4552069484110097,38.9515368286012,54.70388107653199,97.7
6988,6846.7,542.1952943315999,1076.2690325273143,85243.29884354978,46883.814363952384,74399.72157994789,3424.796214833289,2.549766521630601,0.00655992203166605,2.3836849648017835,38.587903951914086,54.08700981338996,98.4
6989,6847.7,542.2744850795999,1072.949154146743,90018.59656242393,49510.22810933317,78422.84790399403,3607.8429310437805,2.5501151999104237,0.006336410313831266,2.1834294319502843,37.508561965306804,52.270154688195106,99.2
6990,6848.7,542.3536758275999,1070.8889307961713,83009.68359338773,45655.32597636325,72232.69753373874,3321.8351853659365,2.549592239174825,0.006671641554599376,2.487788642927953,39.11369081017536,54.9797426029622,100.0
6991,6849.7,542.4328665756,1060.6809387991714,84847.45259062274,46666.09892484251,73417.5113701707,3370.0997429208155,2.5497361827197094,0.006579370051468369,2.4016138956232758,38.68007302927398,54.243137747836236,100.8
6992,6850.7,542.5120573236,1025.1198900078857,102144.6469756281,56179.55583659546,86639.2710006678,3950.9857087251526,2.550878588165814,0.005847058868068228,1.781484479690141,35.006113670919326,48.13754319718716,96.9
6993,6851.7,542.5912480715999,1076.9948959180285,75822.30119963197,41702.26565979759,66188.96644938919,3047.231278168838,2.5489751592099346,0.007067205634657428,2.878286421916789,40.907053391113685,58.063221723289445,93.0
6994,6852.7,542.6704388195999,1032.5562783438857,78223.75545997071,43023.06550298389,66624.16820870232,3042.475253892667,2.549191639924054,0.006928435946119114,2.7373676605230894,40.289609446028244,56.994809641830145,89.1
6995,6853.7,542.7496295675999,1026.4571610875998,75139.42344956985,41326.68289726342,63773.30930521169,2908.966148134768,2.5489115399566162,0.00710798720729732,2.920515383164671,41.08620375454721,58.37456849391728,85.3
6996,6854.7,542.8288203155998,1016.029229323457,74729.73418394684,41101.353801170764,63045.472623094385,2870.116392540252,2.54887291597583,0.007132746169339624,2.946334794071691,41.19446724333374,58.56301595988573,87.8
6997,6855.7,542.9080110635999,1044.5606281300286,77106.67435093169,42408.67089301243,66108.57638562334,3025.658414506973,2.5490923121898916,0.00699210757058245,2.8014941566738885,40.57443192921617,57.4867676477161,90.4
6998,6856.7,542.9872018115999,1066.5938065437426,71800.9877443717,39490.54325940444,62311.39508739463,2863.3574244323213,2.548586357970951,0.007316437198108585,3.142208046355908,41.98614700712793,59.94785006470886,93.0
6999,6857.7,543.0663925596,1076.1004154924572,72060.28012182644,39633.15406700454,62858.26159071601,2893.4280339289635,2.5486124952246185,0.007299682548321637,3.1240255949165467,41.914765624773274,59.82249378697245,93.5
7000,6858.7,543.1455833076,1064.0829190476,72463.09956665614,39854.704761660876,62794.13291638219,2884.230822544318,2.548652796564718,0.007273848355950109,3.0961148483820304,41.80438011700279,59.62883369667139,94.0
7001,6859.7,543.2247740555999,1064.781940048457,75738.65614237913,41656.26087830852,65654.9282119117,3016.0129845966994,2.5489674170012675,0.007072168588930957,2.883405640231089,40.92891044407239,58.10117465578353,94.5
7002,6860.7,543.3039648035999,1075.5082149785999,71318.62334820014,39225.24284151008,62183.3270150468,2862.056672852823,2.548537321369007,0.007347870917303251,3.176492877446945,42.11962705665771,60.18252456750015,94.9
7003,6861.7,543.3831555515999,1081.4058122937427,68807.65024278389,37844.20763353114,60183.12904886025,2772.9143627627964,2.548273018626326,0.0075172957523554195,3.365178118577108,42.829380644714135,61.43616166138328,95.4
7004,6862.7,543.4623462996,1081.4850030417429,71514.92784819854,39333.2103165092,62551.069778166675,2882.056961523287,2.548557342746977,0.007335036700655717,3.16246737754088,42.065196984217934,60.08678820275204,95.9
7005,6863.7,543.5415370476,1065.2286674483144,70758.79447877774,38917.33696332776,61342.44650690419,2818.136694077236,2.5484797250765046,0.007384791617625524,3.217050172840198,42.27567968949808,60.45732116962012,96.4
7006,6864.7,543.6207277955999,1056.6302346563143,66705.07830002824,36687.79306501553,57552.69765797697,2639.907629629201,2.548039257670491,0.00766714251891603,3.537578653179576,43.443912282165535,62.5295616239586,96.9
7007,6865.7,543.6999185435999,1049.4614103507429,73220.05422216882,40271.02982219285,62920.344295745635,2882.3366440764885,2.54872754567067,0.007225932262391262,3.0447478216082717,41.59860016783011,59.268438970546036,99.5
7008,6866.7,543.7791092915999,1061.6072965051715,78606.54537664163,43233.5999571529,68001.62334189734,3122.0179546513345,2.549225144512774,0.006906958645657803,2.7159392569772653,40.192944281681235,56.828191483438516,102.0
7009,6867.7,543.8583000396,1132.7870156131714,73385.32961613494,40361.93128887422,65932.34391576968,3065.0879484435673,2.5487436986527796,0.007215577786679811,3.0337158648685794,41.553952674275244,59.19035237073472,104.6
7010,6868.7,543.9374907875999,1145.1828333211715,81186.49502975884,44652.572266367366,73402.82543139267,3419.5388257594755,2.549444191525586,0.006766543893855213,2.5783446954713884,39.55346021261488,55.73033148881694,99.2
7011,6869.7,544.0166815355999,1121.978400538457,78670.3347741023,43268.68412575627,70280.60730245458,3261.2041737532845,2.5492307018938867,0.006903396221867639,2.7123947904735184,40.17688144455716,56.800521529141406,93.8
7012,6870.7,544.0958722836,1114.099770620743,93664.50598114122,51515.478289627674,83328.94072544193,3861.436609439617,2.550361677273433,0.006178412004209882,2.04823529028929,36.72236324994738,50.9599176602449,88.3
7013,6871.7,544.1750630316,1103.0420113415998,89211.11577014938,49066.113673582164,78903.00633662974,3649.322546063808,2.550058389863751,0.006372827010416052,2.215333703044135,37.68699026981449,52.56905191188953,82.9
7014,6872.7,544.2542537795999,1092.9639837524571,96607.98007500208,53134.38904125115,84985.0460016106,3923.679004278881,2.5505494969924842,0.006058014748407586,1.9487045068881332,36.109649691610805,49.94639713319751,77.5
7015,6873.6,544.3255254528,1119.9278905899428,88333.54327791826,48583.44880285505,78816.42712461879,3656.000270566785,2.5499956868006906,0.006413021281608471,2.2508730396832624,37.88274737937575,52.89763643572654,78.3
7016,6874.7,544.4126352755999,1123.773970978457,89251.04656961554,49088.07561328855,79790.96619727627,3703.6502108416926,2.550061218935101,0.006371013503140351,2.213738281998292,37.678128907796335,52.554194153418685,79.1
7017,6875.6,544.4839069487999,1092.2738888045144,90311.72371405829,49671.44804273206,79407.25837247624,3665.711892569786,2.550135616997145,0.0063233224377277145,2.1720316182487855,37.44418562354029,52.16245378118221,79.8
7018,6876.7,544.5710167716,1082.9435776887428,93002.00727753507,51151.10400264429,81360.26022218842,3749.6685630008483,2.5503180669114545,0.006206367364452289,2.0717757439843543,36.86292237931034,51.193358634680365,80.6
